Elev.,Lat.,Lon.,Timestamp
54.0,47.243273723870516,-1.5529275219887495,2021-12-07T08:18:39+00:00
54.0,47.24327598698437,-1.5529161226004362,2021-12-07T08:18:40+00:00
54.0,47.24327921401709,-1.552901454269886,2021-12-07T08:18:41+00:00
53.0,47.24328353069723,-1.5528890490531921,2021-12-07T08:18:42+00:00
54.0,47.24328700918704,-1.5528788231313229,2021-12-07T08:18:43+00:00
54.0,47.243293966166675,-1.5528654120862484,2021-12-07T08:18:44+00:00
54.0,47.24329807329923,-1.5528471395373344,2021-12-07T08:18:45+00:00
55.0,47.24330515600741,-1.5528238378465176,2021-12-07T08:18:46+00:00
54.0,47.24330695811659,-1.5528056491166353,2021-12-07T08:18:47+00:00
54.0,47.24331001751125,-1.5527877118438482,2021-12-07T08:18:48+00:00
54.0,47.243309849873185,-1.5527711156755686,2021-12-07T08:18:49+00:00
53.0,47.243310562334955,-1.5527563635259867,2021-12-07T08:18:50+00:00
53.0,47.24331165198237,-1.5527442935854197,2021-12-07T08:18:51+00:00
53.0,47.24331345409155,-1.552738593891263,2021-12-07T08:18:52+00:00
54.0,47.24331798031926,-1.5527246799319983,2021-12-07T08:18:53+00:00
54.0,47.24332326091826,-1.5527121908962727,2021-12-07T08:18:54+00:00
54.0,47.24333084654063,-1.552700288593769,2021-12-07T08:18:55+00:00
53.0,47.24333378020674,-1.5526810940355062,2021-12-07T08:18:56+00:00
53.0,47.24334258120507,-1.5526701137423515,2021-12-07T08:18:57+00:00
53.0,47.24334685597569,-1.5526615642011166,2021-12-07T08:18:58+00:00
53.0,47.24335150793195,-1.5526471473276615,2021-12-07T08:18:59+00:00
53.0,47.24335209466517,-1.5526338201016188,2021-12-07T08:19:00+00:00
52.0,47.24335544742644,-1.552619319409132,2021-12-07T08:19:01+00:00
52.0,47.24335695616901,-1.552611691877246,2021-12-07T08:19:02+00:00
52.0,47.24336412269622,-1.552601968869567,2021-12-07T08:19:03+00:00
52.0,47.24336646962911,-1.5525912400335073,2021-12-07T08:19:04+00:00
52.0,47.24336567334831,-1.5525790862739086,2021-12-07T08:19:05+00:00
52.0,47.24336563143879,-1.5525688603520393,2021-12-07T08:19:06+00:00
52.0,47.24336986429989,-1.5525517612695694,2021-12-07T08:19:07+00:00
52.0,47.243373678065836,-1.552538014948368,2021-12-07T08:19:08+00:00
52.0,47.24337799474597,-1.5525228437036276,2021-12-07T08:19:09+00:00
53.0,47.24338344298303,-1.5525120310485363,2021-12-07T08:19:10+00:00
53.0,47.243384616449475,-1.5525043196976185,2021-12-07T08:19:11+00:00
53.0,47.24338650237769,-1.5524894837290049,2021-12-07T08:19:12+00:00
52.0,47.24338687956333,-1.5524781681597233,2021-12-07T08:19:13+00:00
52.0,47.24339086096734,-1.5524634160101414,2021-12-07T08:19:14+00:00
52.0,47.243392202071846,-1.5524472389370203,2021-12-07T08:19:15+00:00
52.0,47.243400416336954,-1.5524335764348507,2021-12-07T08:19:16+00:00
52.0,47.2434058226645,-1.5524252783507109,2021-12-07T08:19:17+00:00
53.0,47.24341013934463,-1.552416980266571,2021-12-07T08:19:18+00:00
53.0,47.2434134921059,-1.5524059999734163,2021-12-07T08:19:19+00:00
53.0,47.24341596476734,-1.552395522594452,2021-12-07T08:19:20+00:00
54.0,47.24341521039605,-1.5523802675306797,2021-12-07T08:19:21+00:00
54.0,47.24341181572527,-1.5523694548755884,2021-12-07T08:19:22+00:00
54.0,47.2434082115069,-1.552360150963068,2021-12-07T08:19:23+00:00
54.0,47.2434015898034,-1.5523509308695793,2021-12-07T08:19:24+00:00
54.0,47.24339379463345,-1.5523419622331858,2021-12-07T08:19:25+00:00
54.0,47.243388053029776,-1.5523202531039715,2021-12-07T08:19:26+00:00
54.0,47.24338348489255,-1.5523048304021358,2021-12-07T08:19:27+00:00
54.0,47.24337740801275,-1.5522967837750912,2021-12-07T08:19:28+00:00
54.0,47.243371456861496,-1.5522928442806005,2021-12-07T08:19:29+00:00
54.0,47.243373594246805,-1.5522936824709177,2021-12-07T08:19:30+00:00
55.0,47.24337355233729,-1.5522940177470446,2021-12-07T08:19:31+00:00
55.0,47.243374306708574,-1.5522957779467106,2021-12-07T08:19:32+00:00
55.0,47.243374306708574,-1.5522957779467106,2021-12-07T08:19:33+00:00
55.0,47.24336952902377,-1.552301812916994,2021-12-07T08:19:34+00:00
55.0,47.243368020281196,-1.5522940177470446,2021-12-07T08:19:35+00:00
55.0,47.24336990620941,-1.5522832050919533,2021-12-07T08:19:36+00:00
55.0,47.243375102989376,-1.5522708836942911,2021-12-07T08:19:37+00:00
55.0,47.243375102989376,-1.5522690396755934,2021-12-07T08:19:38+00:00
55.0,47.24337539635599,-1.5522678662091494,2021-12-07T08:19:39+00:00
55.0,47.243377030827105,-1.5522640105336905,2021-12-07T08:19:40+00:00
56.0,47.24337921012193,-1.5522528626024723,2021-12-07T08:19:41+00:00
56.0,47.243382101878524,-1.5522381104528904,2021-12-07T08:19:42+00:00
56.0,47.24338465835899,-1.55222293920815,2021-12-07T08:19:43+00:00
56.0,47.243387843482196,-1.552209360525012,2021-12-07T08:19:44+00:00
56.0,47.24339387845248,-1.55219460837543,2021-12-07T08:19:45+00:00
55.0,47.24339589010924,-1.5521780122071505,2021-12-07T08:19:46+00:00
56.0,47.243396770209074,-1.552166948094964,2021-12-07T08:19:47+00:00
55.0,47.24339882377535,-1.5521549619734287,2021-12-07T08:19:48+00:00
55.0,47.24339501000941,-1.5521402098238468,2021-12-07T08:19:49+00:00
55.0,47.243395638652146,-1.5521324146538973,2021-12-07T08:19:50+00:00
54.0,47.24339936859906,-1.5521196741610765,2021-12-07T08:19:51+00:00
54.0,47.24340154789388,-1.5521108731627464,2021-12-07T08:19:52+00:00
54.0,47.24340075161308,-1.5521001443266869,2021-12-07T08:19:53+00:00
54.0,47.243399200960994,-1.5520867332816124,2021-12-07T08:19:54+00:00
54.0,47.24339672829956,-1.5520755015313625,2021-12-07T08:19:55+00:00
54.0,47.24339802749455,-1.5520637668669224,2021-12-07T08:19:56+00:00
53.0,47.243402134627104,-1.5520526189357042,2021-12-07T08:19:57+00:00
53.0,47.243402930907905,-1.5520425606518984,2021-12-07T08:19:58+00:00
53.0,47.24340326618403,-1.5520333405584097,2021-12-07T08:19:59+00:00
53.0,47.24340603221208,-1.5520180854946375,2021-12-07T08:20:00+00:00
54.0,47.243409510701895,-1.551996460184455,2021-12-07T08:20:01+00:00
54.0,47.24341114517301,-1.5519820433109999,2021-12-07T08:20:02+00:00
55.0,47.24341596476734,-1.5519717335700989,2021-12-07T08:20:03+00:00
