date	time	relative time [s]	Cm [mg/m^3]	Cn [P/cm^3]	M1,0 [µm]	M1,0 [µm]	
07/12/2021	09:52:04	3540,42	0,015479	106,985741	0,317969	0,317969	
07/12/2021	09:52:14	3550,37	0,011472	110,698502	0,313859	0,313859	
07/12/2021	09:52:24	3560,37	0,011650	103,006767	0,309024	0,309024	
07/12/2021	09:52:34	3570,30	0,050539	101,462166	0,323292	0,323292	
07/12/2021	09:52:44	3580,42	0,045629	103,172577	0,347312	0,347312	
07/12/2021	09:52:54	3590,42	0,012212	101,195389	0,311558	0,311558	
07/12/2021	09:53:04	3600,36	0,013278	105,899963	0,317143	0,317143	
07/12/2021	09:53:14	3610,34	0,017218	104,542511	0,316614	0,316614	
07/12/2021	09:53:24	3620,53	0,020164	104,718208	0,329824	0,329824	
07/12/2021	09:53:34	3630,44	0,009873	103,004082	0,315639	0,315639	
07/12/2021	09:53:44	3640,37	0,012137	104,364182	0,309686	0,309686	
07/12/2021	09:53:54	3650,47	0,009263	99,746147	0,314020	0,314020	
07/12/2021	09:54:04	3660,58	0,017518	106,982925	0,324503	0,324503	
07/12/2021	09:54:14	3670,39	0,012728	96,941101	0,311525	0,311525	
07/12/2021	09:54:24	3680,58	0,046195	104,539383	0,324117	0,324117	
07/12/2021	09:54:34	3690,53	0,012056	100,562477	0,309576	0,309576	
07/12/2021	09:54:44	3700,42	0,036710	101,914673	0,323851	0,323851	
07/12/2021	09:54:54	3710,39	0,066773	105,177040	0,314203	0,314203	
07/12/2021	09:55:04	3720,52	0,014464	107,076668	0,316931	0,316931	
07/12/2021	09:55:14	3730,45	0,027191	103,451561	0,328467	0,328467	
07/12/2021	09:55:24	3740,39	0,013565	103,182709	0,321810	0,321810	
07/12/2021	09:55:34	3750,50	0,015125	101,280937	0,324246	0,324246	
07/12/2021	09:55:44	3760,44	0,018019	98,840263	0,316191	0,316191	
07/12/2021	09:55:54	3770,61	0,011816	99,471642	0,321605	0,321605	
07/12/2021	09:56:04	3780,58	0,016481	98,204247	0,322314	0,322314	
07/12/2021	09:56:14	3790,50	0,011889	103,819672	0,313384	0,313384	
07/12/2021	09:56:24	3800,47	0,024563	93,675163	0,332195	0,332195	
07/12/2021	09:56:34	3810,62	0,010198	93,767403	0,327835	0,327835	
07/12/2021	09:56:44	3820,56	0,054556	98,650238	0,339698	0,339698	
07/12/2021	09:56:54	3830,66	0,025262	101,729675	0,333821	0,333821	
07/12/2021	09:57:04	3840,59	0,029574	100,643837	0,333139	0,333139	
07/12/2021	09:57:14	3850,56	0,242102	102,985588	0,361976	0,361976	
07/12/2021	09:57:23	3859,67	1,839501	104,335876	0,386312	0,386312	
07/12/2021	09:57:34	3870,64	0,030894	94,035011	0,338181	0,338181	
07/12/2021	09:57:44	3880,62	0,024151	96,750076	0,338702	0,338702	
07/12/2021	09:57:53	3889,70	0,011530	96,934113	0,330622	0,330622	
07/12/2021	09:58:04	3900,69	0,011609	95,125786	0,325120	0,325120	
07/12/2021	09:58:14	3910,66	0,013621	96,484497	0,322706	0,322706	
07/12/2021	09:58:38	3934,78	0,018721	95,392242	0,339271	0,339271	
07/12/2021	09:58:39	3935,66	0,018600	93,130363	0,337287	0,337287	
07/12/2021	09:58:44	3940,67	0,011765	90,510429	0,323705	0,323705	
07/12/2021	09:58:54	3950,64	0,017938	88,333900	0,336265	0,336265	
07/12/2021	09:59:03	3959,70	0,011739	94,308365	0,333258	0,333258	
07/12/2021	09:59:13	3969,69	0,016123	95,847496	0,331976	0,331976	
07/12/2021	09:59:24	3980,69	0,028183	91,862854	0,338347	0,338347	
07/12/2021	09:59:34	3990,67	1,247872	100,906334	0,363014	0,363014	
07/12/2021	09:59:43	3999,81	0,044087	94,032578	0,345427	0,345427	
07/12/2021	09:59:53	4009,73	0,015695	97,474068	0,338756	0,338756	
07/12/2021	10:00:04	4020,69	0,026090	93,403473	0,332835	0,332835	
07/12/2021	10:00:13	4029,83	0,029531	92,403984	0,343494	0,343494	
07/12/2021	10:00:23	4039,72	0,055999	92,861229	0,330383	0,330383	
07/12/2021	10:00:33	4049,83	0,038171	94,665512	0,346831	0,346831	
07/12/2021	10:00:43	4059,81	0,021779	89,866013	0,354922	0,354922	
07/12/2021	10:00:53	4069,70	0,031152	96,751198	0,335398	0,335398	
07/12/2021	10:01:03	4079,86	0,018291	97,386429	0,330969	0,330969	
07/12/2021	10:01:13	4089,86	0,010491	96,121346	0,325736	0,325736	
07/12/2021	10:01:23	4099,84	0,024401	91,863953	0,335844	0,335844	
07/12/2021	10:01:33	4109,77	0,021685	87,785675	0,351451	0,351451	
07/12/2021	10:01:43	4119,73	0,248151	100,733147	0,336173	0,336173	
07/12/2021	10:01:53	4129,86	0,177082	93,755852	0,359459	0,359459	
07/12/2021	10:02:03	4139,78	0,068924	95,023476	0,357049	0,357049	
07/12/2021	10:02:13	4149,73	0,010964	88,786644	0,335667	0,335667	
07/12/2021	10:02:23	4159,91	0,014044	97,118408	0,321723	0,321723	
07/12/2021	10:02:33	4169,81	0,019756	92,138046	0,328233	0,328233	
07/12/2021	10:02:43	4179,77	0,018227	89,782326	0,334976	0,334976	
07/12/2021	10:02:53	4189,83	0,015365	91,051178	0,330463	0,330463	
07/12/2021	10:03:03	4199,77	0,086651	99,461250	0,348974	0,348974	
07/12/2021	10:03:13	4209,91	0,018776	87,876762	0,349646	0,349646	
07/12/2021	10:03:23	4219,84	0,015845	86,613205	0,339281	0,339281	
07/12/2021	10:03:34	4230,39	0,009530	105,543983	0,302078	0,302078	
07/12/2021	10:03:43	4239,91	0,010700	279,664398	0,251956	0,251956	
07/12/2021	10:03:53	4249,87	0,020918	86,250870	0,340288	0,340288	
07/12/2021	10:04:03	4259,80	0,022250	84,077965	0,343044	0,343044	
07/12/2021	10:04:13	4269,92	0,008199	86,526970	0,327077	0,327077	
07/12/2021	10:04:23	4279,83	0,017369	89,778053	0,347976	0,347976	
07/12/2021	10:04:33	4290,00	0,015761	84,444550	0,328677	0,328677	
07/12/2021	10:04:43	4299,95	0,018519	92,857452	0,341088	0,341088	
07/12/2021	10:04:53	4309,91	0,066558	91,224571	0,351845	0,351845	
07/12/2021	10:05:03	4319,98	0,136956	85,795876	0,347891	0,347891	
07/12/2021	10:05:13	4329,91	0,016933	90,320854	0,347913	0,347913	
07/12/2021	10:05:23	4339,84	0,018856	93,036598	0,345915	0,345915	
07/12/2021	10:05:33	4350,05	0,014723	88,152504	0,337341	0,337341	
07/12/2021	10:05:43	4360,05	0,012950	89,421654	0,331438	0,331438	
07/12/2021	10:05:53	4369,86	0,052154	89,324982	0,349227	0,349227	
07/12/2021	10:06:03	4379,94	0,016011	82,358101	0,343603	0,343603	
07/12/2021	10:06:13	4389,91	0,015807	87,431007	0,330064	0,330064	
07/12/2021	10:06:23	4399,87	0,038620	83,986641	0,345411	0,345411	
07/12/2021	10:06:33	4410,00	0,010956	82,272552	0,328108	0,328108	
07/12/2021	10:06:43	4419,94	0,017563	83,801445	0,358579	0,358579	
07/12/2021	10:06:53	4429,95	0,017313	80,996536	0,356801	0,356801	
07/12/2021	10:07:03	4440,06	0,018388	88,420227	0,348339	0,348339	
07/12/2021	10:07:13	4450,00	0,014342	82,629318	0,344106	0,344106	
