FIDAS®, 0.18 - 18.0 µm #1
07/12/2021 08:53:34 ___ 07/12/2021 10:07:13
1 file(s)
441  intervals of 1 s 
date beginning	time beginning	date end	time end	relative time [s]	PM1_ambient - 	PM2.5_ambient - 	PM4_ambient - 	PM10_ambient - 	
07/12/2021	09:41:03	07/12/2021	09:41:13	2849,84	7,67	15,59	23,74	24,11
07/12/2021	09:41:13	07/12/2021	09:41:23	2859,81	7,73	13,06	16,22	16,05
07/12/2021	09:41:23	07/12/2021	09:41:33	2869,72	7,03	15,90	27,00	27,08
07/12/2021	09:41:33	07/12/2021	09:41:43	2879,89	7,18	13,84	19,32	19,01
07/12/2021	09:41:43	07/12/2021	09:41:53	2889,81	7,77	16,12	24,55	24,60
07/12/2021	09:41:53	07/12/2021	09:42:03	2899,84	7,20	14,35	20,69	24,34
07/12/2021	09:42:03	07/12/2021	09:42:13	2909,81	7,47	15,25	23,31	25,85
07/12/2021	09:42:13	07/12/2021	09:42:23	2919,77	7,43	16,01	24,51	24,06
07/12/2021	09:42:23	07/12/2021	09:42:33	2929,94	6,98	16,68	27,84	30,53
07/12/2021	09:42:33	07/12/2021	09:42:43	2939,86	7,26	15,77	24,43	32,93
07/12/2021	09:42:43	07/12/2021	09:42:53	2949,80	7,57	15,40	22,73	26,31
07/12/2021	09:42:53	07/12/2021	09:43:03	2959,83	6,77	13,81	21,17	21,34
07/12/2021	09:43:03	07/12/2021	09:43:13	2969,80	7,86	13,83	18,86	19,08
07/12/2021	09:43:13	07/12/2021	09:43:23	2979,94	6,75	13,35	18,62	24,13
07/12/2021	09:43:23	07/12/2021	09:43:33	2989,87	7,35	13,04	17,97	17,87
07/12/2021	09:43:33	07/12/2021	09:43:43	2999,84	7,69	13,74	19,12	19,67
07/12/2021	09:43:43	07/12/2021	09:43:53	3009,89	6,70	14,22	23,82	24,99
07/12/2021	09:43:53	07/12/2021	09:44:03	3019,91	7,34	15,05	22,70	22,56
07/12/2021	09:44:04	07/12/2021	09:44:14	3030,08	7,08	12,48	15,91	15,74
07/12/2021	09:44:13	07/12/2021	09:44:23	3039,87	7,88	16,62	25,92	29,88
07/12/2021	09:44:23	07/12/2021	09:44:33	3049,83	6,36	13,10	20,78	21,34
07/12/2021	09:44:33	07/12/2021	09:44:43	3059,91	7,21	14,26	20,54	21,42
07/12/2021	09:44:44	07/12/2021	09:44:54	3070,05	7,39	13,61	18,88	18,63
07/12/2021	09:44:54	07/12/2021	09:45:04	3079,97	7,51	15,07	22,66	24,01
07/12/2021	09:45:04	07/12/2021	09:45:14	3090,02	7,84	15,74	22,88	22,61
07/12/2021	09:45:13	07/12/2021	09:45:23	3099,92	7,85	17,16	21,79	54,72
07/12/2021	09:45:24	07/12/2021	09:45:34	3110,06	7,87	16,35	22,28	49,72
07/12/2021	09:45:33	07/12/2021	09:45:43	3119,86	8,08	16,26	23,89	23,69
07/12/2021	09:45:44	07/12/2021	09:45:54	3130,00	7,57	12,77	16,01	15,81
07/12/2021	09:45:53	07/12/2021	09:46:03	3139,87	8,11	16,43	22,35	28,34
07/12/2021	09:46:03	07/12/2021	09:46:13	3149,89	7,47	15,04	23,34	26,64
07/12/2021	09:46:14	07/12/2021	09:46:24	3160,02	7,51	15,26	22,57	28,22
07/12/2021	09:46:23	07/12/2021	09:46:33	3169,95	7,38	14,67	21,16	21,60
07/12/2021	09:46:34	07/12/2021	09:46:44	3180,05	7,58	14,20	19,64	19,50
07/12/2021	09:46:44	07/12/2021	09:46:54	3190,03	7,60	15,69	24,49	24,91
07/12/2021	09:46:54	07/12/2021	09:47:04	3200,14	8,07	14,76	22,01	22,46
07/12/2021	09:47:03	07/12/2021	09:47:13	3209,92	6,83	14,62	21,95	35,68
07/12/2021	09:47:13	07/12/2021	09:47:23	3219,92	7,29	12,14	15,57	15,39
07/12/2021	09:47:24	07/12/2021	09:47:34	3230,06	7,18	15,31	19,97	47,42
07/12/2021	09:47:34	07/12/2021	09:47:44	3240,03	6,70	13,09	19,80	25,08
07/12/2021	09:47:43	07/12/2021	09:47:53	3249,94	7,54	14,89	20,10	31,71
07/12/2021	09:47:54	07/12/2021	09:48:04	3260,09	7,39	15,22	20,23	44,55
07/12/2021	09:48:04	07/12/2021	09:48:14	3270,06	7,21	26,58	27,12	243,00
07/12/2021	09:48:14	07/12/2021	09:48:24	3280,06	7,14	13,10	18,65	18,47
07/12/2021	09:48:24	07/12/2021	09:48:34	3290,11	7,52	13,04	17,90	17,80
07/12/2021	09:48:34	07/12/2021	09:48:44	3300,08	6,60	13,56	21,20	21,72
07/12/2021	09:48:44	07/12/2021	09:48:54	3310,02	6,48	12,37	18,79	18,48
07/12/2021	09:48:54	07/12/2021	09:49:04	3320,17	7,12	13,54	19,17	18,84
07/12/2021	09:49:04	07/12/2021	09:49:14	3330,11	7,37	15,62	20,96	54,37
07/12/2021	09:49:14	07/12/2021	09:49:24	3340,06	6,64	12,07	16,13	15,88
07/12/2021	09:49:24	07/12/2021	09:49:34	3350,14	7,67	15,89	24,99	25,27
07/12/2021	09:49:34	07/12/2021	09:49:44	3360,09	7,04	16,15	25,03	35,95
07/12/2021	09:49:44	07/12/2021	09:49:54	3370,02	7,01	14,33	23,47	24,12
07/12/2021	09:49:54	07/12/2021	09:50:04	3380,19	7,00	12,53	17,04	16,95
07/12/2021	09:50:04	07/12/2021	09:50:14	3390,17	6,71	13,78	21,17	22,94
07/12/2021	09:50:14	07/12/2021	09:50:24	3400,22	7,17	13,88	21,40	22,61
07/12/2021	09:50:24	07/12/2021	09:50:34	3410,33	7,66	16,49	25,75	27,11
07/12/2021	09:50:34	07/12/2021	09:50:44	3420,06	6,76	14,91	25,64	27,17
07/12/2021	09:50:44	07/12/2021	09:50:54	3430,06	7,85	14,75	20,89	20,62
07/12/2021	09:50:54	07/12/2021	09:51:04	3440,20	8,06	14,76	21,12	23,19
07/12/2021	09:51:04	07/12/2021	09:51:14	3450,12	7,47	15,28	21,89	33,70
07/12/2021	09:51:14	07/12/2021	09:51:24	3460,08	7,26	13,59	19,53	20,04
07/12/2021	09:51:24	07/12/2021	09:51:34	3470,20	7,31	12,74	16,37	16,13
07/12/2021	09:51:34	07/12/2021	09:51:44	3480,14	7,33	15,23	21,09	25,69
07/12/2021	09:51:44	07/12/2021	09:51:54	3490,14	7,05	13,40	19,09	25,11
07/12/2021	09:51:54	07/12/2021	09:52:04	3500,25	7,34	13,81	20,00	21,01
07/12/2021	09:52:04	07/12/2021	09:52:14	3510,20	7,71	13,57	18,58	18,28
07/12/2021	09:52:14	07/12/2021	09:52:24	3520,20	6,86	12,48	17,34	17,40
07/12/2021	09:52:24	07/12/2021	09:52:34	3530,12	6,66	14,45	20,79	32,85
07/12/2021	09:52:34	07/12/2021	09:52:44	3540,25	7,59	17,74	30,16	40,21
07/12/2021	09:52:44	07/12/2021	09:52:54	3550,25	6,61	12,67	18,28	18,17
07/12/2021	09:52:54	07/12/2021	09:53:04	3560,19	7,24	13,76	20,26	19,97
07/12/2021	09:53:04	07/12/2021	09:53:14	3570,17	6,71	13,80	21,57	22,55
07/12/2021	09:53:14	07/12/2021	09:53:24	3580,36	7,56	15,40	21,70	24,34
07/12/2021	09:53:24	07/12/2021	09:53:34	3590,27	7,39	12,97	16,67	16,45
07/12/2021	09:53:34	07/12/2021	09:53:44	3600,20	6,86	12,53	18,39	18,24
07/12/2021	09:53:44	07/12/2021	09:53:54	3610,30	6,95	12,41	15,89	15,68
07/12/2021	09:53:54	07/12/2021	09:54:04	3620,41	7,54	15,51	22,43	23,51
07/12/2021	09:54:04	07/12/2021	09:54:14	3630,22	6,00	12,16	18,58	18,45
07/12/2021	09:54:14	07/12/2021	09:54:24	3640,41	7,22	14,38	21,28	33,55
07/12/2021	09:54:24	07/12/2021	09:54:34	3650,36	6,63	11,87	17,14	17,42
07/12/2021	09:54:34	07/12/2021	09:54:44	3660,25	6,94	14,31	19,85	29,72
07/12/2021	09:54:44	07/12/2021	09:54:54	3670,22	6,87	13,50	17,23	41,23
07/12/2021	09:54:54	07/12/2021	09:55:04	3680,34	7,40	13,92	20,53	20,74
07/12/2021	09:55:04	07/12/2021	09:55:14	3690,28	7,18	14,72	25,59	29,42
07/12/2021	09:55:14	07/12/2021	09:55:24	3700,22	7,56	13,99	20,18	20,02
07/12/2021	09:55:24	07/12/2021	09:55:34	3710,33	7,15	14,36	21,96	21,72
07/12/2021	09:55:34	07/12/2021	09:55:44	3720,27	6,75	12,58	18,05	20,80
07/12/2021	09:55:44	07/12/2021	09:55:54	3730,44	7,52	13,06	17,67	17,81
07/12/2021	09:55:54	07/12/2021	09:56:04	3740,41	7,12	13,31	18,27	20,44
07/12/2021	09:56:04	07/12/2021	09:56:14	3750,33	7,35	12,96	18,07	18,06
07/12/2021	09:56:14	07/12/2021	09:56:24	3760,30	6,84	13,89	22,41	26,47
07/12/2021	09:56:24	07/12/2021	09:56:34	3770,45	7,51	13,39	17,20	16,98
07/12/2021	09:56:34	07/12/2021	09:56:44	3780,39	7,43	15,72	23,17	36,28
07/12/2021	09:56:44	07/12/2021	09:56:54	3790,48	7,61	15,63	23,40	27,32
07/12/2021	09:56:54	07/12/2021	09:57:04	3800,42	7,27	15,66	22,42	28,74
07/12/2021	09:57:04	07/12/2021	09:57:14	3810,39	8,54	18,85	26,23	60,95
07/12/2021	09:57:13	07/12/2021	09:57:23	3819,50	6,95	16,10	20,06	87,17
07/12/2021	09:57:24	07/12/2021	09:57:34	3830,47	6,46	15,20	26,40	31,29
07/12/2021	09:57:34	07/12/2021	09:57:44	3840,45	7,53	15,37	25,19	27,91
07/12/2021	09:57:43	07/12/2021	09:57:53	3849,53	7,65	14,13	18,92	18,61
07/12/2021	09:57:54	07/12/2021	09:58:04	3860,52	7,00	13,76	18,88	18,53
07/12/2021	09:58:04	07/12/2021	09:58:14	3870,48	7,60	12,61	17,32	18,52
07/12/2021	09:58:28	07/12/2021	09:58:38	3894,61	7,79	14,78	22,22	23,80
07/12/2021	09:58:29	07/12/2021	09:58:39	3895,48	7,34	14,28	21,85	23,41
07/12/2021	09:58:34	07/12/2021	09:58:44	3900,50	6,73	12,31	17,03	17,30
07/12/2021	09:58:44	07/12/2021	09:58:54	3910,47	6,56	14,14	22,51	23,16
07/12/2021	09:58:53	07/12/2021	09:59:03	3919,53	7,59	14,16	19,20	18,88
07/12/2021	09:59:03	07/12/2021	09:59:13	3929,52	7,02	14,54	22,18	22,35
07/12/2021	09:59:14	07/12/2021	09:59:24	3940,52	7,10	14,42	22,62	28,20
07/12/2021	09:59:24	07/12/2021	09:59:34	3950,50	7,22	14,87	23,28	31,95
07/12/2021	09:59:33	07/12/2021	09:59:43	3959,64	6,90	15,84	25,14	36,73
07/12/2021	09:59:43	07/12/2021	09:59:53	3969,56	7,53	15,85	23,25	22,92
07/12/2021	09:59:54	07/12/2021	10:00:04	3980,52	6,52	14,53	23,90	27,64
07/12/2021	10:00:03	07/12/2021	10:00:13	3989,66	7,36	15,17	22,61	29,11
07/12/2021	10:00:13	07/12/2021	10:00:23	3999,55	6,44	14,10	19,31	34,94
07/12/2021	10:00:23	07/12/2021	10:00:33	4009,66	7,34	16,18	22,77	32,18
07/12/2021	10:00:33	07/12/2021	10:00:43	4019,64	7,82	16,23	25,00	26,87
07/12/2021	10:00:43	07/12/2021	10:00:53	4029,53	7,65	14,65	19,38	27,91
07/12/2021	10:00:53	07/12/2021	10:01:03	4039,69	7,23	14,99	22,64	23,82
07/12/2021	10:01:03	07/12/2021	10:01:13	4049,69	7,49	13,20	17,31	17,11
07/12/2021	10:01:13	07/12/2021	10:01:23	4059,67	6,85	13,96	21,48	25,74
07/12/2021	10:01:23	07/12/2021	10:01:33	4069,59	6,93	15,78	24,98	26,72
07/12/2021	10:01:33	07/12/2021	10:01:43	4079,56	7,58	15,26	18,58	51,56
07/12/2021	10:01:43	07/12/2021	10:01:53	4089,69	6,86	17,26	28,80	45,56
07/12/2021	10:01:53	07/12/2021	10:02:03	4099,61	7,45	17,86	27,76	46,21
07/12/2021	10:02:03	07/12/2021	10:02:13	4109,56	7,46	13,25	17,30	17,37
07/12/2021	10:02:13	07/12/2021	10:02:23	4119,73	6,96	13,22	19,09	19,62
07/12/2021	10:02:23	07/12/2021	10:02:33	4129,64	6,79	13,29	18,42	21,92
07/12/2021	10:02:33	07/12/2021	10:02:43	4139,59	6,59	14,24	22,67	23,42
07/12/2021	10:02:43	07/12/2021	10:02:53	4149,66	6,42	13,74	21,47	21,41
07/12/2021	10:02:53	07/12/2021	10:03:03	4159,59	7,24	17,62	26,45	56,13
07/12/2021	10:03:03	07/12/2021	10:03:13	4169,73	6,91	15,56	24,56	24,98
07/12/2021	10:03:13	07/12/2021	10:03:23	4179,67	6,95	13,82	20,83	21,39
07/12/2021	10:03:24	07/12/2021	10:03:34	4190,22	6,92	11,66	15,18	15,29
07/12/2021	10:03:33	07/12/2021	10:03:43	4199,73	10,48	16,26	19,59	19,40
07/12/2021	10:03:43	07/12/2021	10:03:53	4209,70	6,50	14,16	23,39	24,98
07/12/2021	10:03:53	07/12/2021	10:04:03	4219,62	6,43	13,91	22,94	25,37
07/12/2021	10:04:03	07/12/2021	10:04:13	4229,75	7,14	11,64	14,35	14,20
07/12/2021	10:04:13	07/12/2021	10:04:23	4239,66	7,61	15,09	23,02	23,43
07/12/2021	10:04:23	07/12/2021	10:04:33	4249,83	6,35	12,27	18,77	20,07
07/12/2021	10:04:33	07/12/2021	10:04:43	4259,78	7,17	15,47	22,86	24,20
07/12/2021	10:04:43	07/12/2021	10:04:53	4269,73	7,90	15,80	19,39	42,72
07/12/2021	10:04:53	07/12/2021	10:05:03	4279,81	6,87	13,48	17,81	37,45
07/12/2021	10:05:03	07/12/2021	10:05:13	4289,73	7,68	15,40	22,35	23,10
07/12/2021	10:05:13	07/12/2021	10:05:23	4299,67	7,49	15,92	24,51	25,08
07/12/2021	10:05:23	07/12/2021	10:05:33	4309,87	6,66	14,10	21,28	21,17
07/12/2021	10:05:33	07/12/2021	10:05:43	4319,87	6,99	13,20	18,17	18,71
07/12/2021	10:05:43	07/12/2021	10:05:53	4329,69	7,34	15,23	20,79	33,94
07/12/2021	10:05:53	07/12/2021	10:06:03	4339,77	6,62	13,28	20,54	21,25
07/12/2021	10:06:03	07/12/2021	10:06:13	4349,73	6,62	12,69	18,49	19,99
07/12/2021	10:06:13	07/12/2021	10:06:23	4359,70	7,06	13,48	16,73	27,46
07/12/2021	10:06:23	07/12/2021	10:06:33	4369,83	6,24	11,69	16,51	16,54
07/12/2021	10:06:33	07/12/2021	10:06:43	4379,77	7,64	14,89	21,66	23,03
07/12/2021	10:06:43	07/12/2021	10:06:53	4389,78	6,84	14,57	23,29	23,34
07/12/2021	10:06:53	07/12/2021	10:07:03	4399,89	7,47	15,22	22,08	23,64
07/12/2021	10:07:03	07/12/2021	10:07:13	4409,83	6,98	13,54	19,78	20,07


date beginning	time beginning	date end	time end	relative time [s]	PM1_ambient - 	PM2.5_ambient - 	PM4_ambient - 	PM10_ambient - 	
