date beginning,time beginning,time end,PM1_ambient - ,PM2.5_ambient - ,PM4_ambient - ,PM10_ambient - ,Cm [mg/m^3],Cn [P/cm^3],"M1,0 [µm]","M1,0 [µm].1",T [°C),HR [%).,Pression [mBar),Vit. Vent [m/s),Dir. Vent [°),Lumi [W/m²),Elev.,Lat.,Lon.,trajet
07/12/2021,09:15:43,09:15:53,"6,37","15,71","27,78","29,63","0,022149","109,245895","0,323902","0,323902","8,7",96,"1006,7","1,68",21.0,595,76.0,47.23922287579626,-1.5538168419152498,Erdre_aller_0712
07/12/2021,09:15:53,09:16:03,"7,66","14,76","21,25","22,64","0,025386","107,073845","0,323799","0,323799","8,7",96,"1006,8","0,67",355.0,"594,8",67.0,47.23932257853448,-1.5539178438484669,Erdre_aller_0712
07/12/2021,09:16:03,09:16:13,"6,69","11,69","17,06","18,42","0,017256","109,973045","0,316976","0,316976","8,7",96,"1006,8","2,01",321.0,"594,7",67.0,47.23937555216253,-1.5540836378932,Erdre_aller_0712
07/12/2021,09:16:13,09:16:23,"7,01","16,18","27,86","40,24","0,014261","106,268318","0,301538","0,301538","8,7",96,"1006,9","0,51",331.0,"594,6",67.0,47.23941029515117,-1.5542451571673157,Erdre_aller_0712
07/12/2021,09:16:23,09:16:33,"6,74","13,65","21,77","24,84","0,048313","111,508240","0,325116","0,325116","8,7","95,9","1006,9","0,58",333.0,"594,6",67.0,47.23944047000259,-1.5543933492153883,Erdre_aller_0712
07/12/2021,09:16:33,09:16:43,"7,41","13,94","18,80","30,66","0,022065","111,606369","0,307611","0,307611","8,7","95,9",1007,"1,13",341.0,"594,7",68.0,47.23941658157855,-1.5545669384300709,Erdre_aller_0712
07/12/2021,09:16:43,09:16:53,"7,48","14,04","20,83","22,38","0,039662","118,576500","0,306767","0,306767","8,7","95,9",1007,"1,47",348.0,"595,3",67.0,47.23940090741962,-1.5547525975853205,Erdre_aller_0712
07/12/2021,09:16:53,09:17:03,"7,09","12,92","16,26","16,06","0,017637","110,336533","0,313520","0,313520","8,8","95,8",1007,"0,68",288.0,"596,7",,,,Erdre_aller_0712
07/12/2021,09:17:03,09:17:13,"6,44","12,03","17,93","27,46","0,009523","107,533836","0,305479","0,305479","8,8","95,8",1007,"0,55",333.0,"596,4",,,,Erdre_aller_0712
07/12/2021,09:17:13,09:17:23,"6,56","13,94","21,71","21,71","1,245178","103,993309","0,338368","0,338368","8,7","95,7",1007,"2,1",331.0,"596,4",,,,Erdre_aller_0712
07/12/2021,09:17:23,09:17:33,"6,95","15,94","27,78","33,88","0,015469","111,244217","0,307782","0,307782","8,8","95,7",1007,"2,11",345.0,"596,3",,,,Erdre_aller_0712
07/12/2021,09:17:33,09:17:43,"7,91","14,94","20,62","20,81","0,033802","112,959221","0,318608","0,318608","8,8","95,7","1006,9","1,5",310.0,"596,5",,,,Erdre_aller_0712
07/12/2021,09:17:43,09:17:53,"6,73","12,90","18,89","19,52","0,013954","109,157013","0,320161","0,320161","8,8","95,7","1006,9","1,36",314.0,"596,6",,,,Erdre_aller_0712
07/12/2021,09:17:53,09:18:03,"6,37","13,19","21,18","21,38","0,014329","110,612373","0,303619","0,303619","8,8","95,7","1006,9","1,24",357.0,"596,7",,,,Erdre_aller_0712
07/12/2021,09:18:03,09:18:13,"7,34","16,36","25,92","29,09","0,015898","108,710609","0,305791","0,305791","8,8","95,7","1006,9","1,9",19.0,"596,4",,,,Erdre_aller_0712
07/12/2021,09:18:13,09:18:23,"7,22","13,98","20,52","20,80","0,025417","112,867012","0,322490","0,322490","8,8","95,7","1006,9","0,61",23.0,"596,1",,,,Erdre_aller_0712
07/12/2021,09:18:23,09:18:33,"6,89","13,53","20,52","23,96","0,014716","106,896454","0,315351","0,315351","8,8","95,7","1006,9","1,11",2.0,596,,,,Erdre_aller_0712
07/12/2021,09:18:33,09:18:43,"7,34","15,06","23,16","23,89","0,022064","106,353897","0,313625","0,313625","8,8","95,7","1006,8",3,34.0,"596,3",,,,Erdre_aller_0712
07/12/2021,09:18:43,09:18:53,"7,48","14,39","20,88","20,63","0,018125","102,003548","0,327378","0,327378","8,8","95,7","1006,8","1,33",23.0,"596,4",,,,Erdre_aller_0712
07/12/2021,09:18:53,09:19:03,"6,63","14,22","23,15","27,99","0,013780","106,170380","0,319789","0,319789","8,8","95,6","1006,8","1,17",19.0,"596,6",,,,Erdre_aller_0712
07/12/2021,09:19:03,09:19:13,"7,06","14,39","22,51","24,14","0,027708","107,439247","0,315609","0,315609","8,8","95,6","1006,7","0,46",56.0,"596,6",,,,Erdre_aller_0712
07/12/2021,09:19:13,09:19:23,"6,99","15,58","27,34","29,65","0,019535","103,001396","0,322184","0,322184","8,8","95,7","1006,7","0,74",4.0,"596,3",,,,Erdre_aller_0712
07/12/2021,09:19:23,09:19:33,"7,28","15,13","24,82","29,77","0,025769","105,444214","0,324928","0,324928","8,8","95,7","1006,6","1,25",356.0,"595,8",,,,Erdre_aller_0712
07/12/2021,09:19:33,09:19:43,"8,37","15,99","22,63","22,55","0,635167","109,785576","0,334964","0,334964","8,8","95,7","1006,5","0,87",12.0,"596,1",,,,Erdre_aller_0712
07/12/2021,09:19:43,09:19:53,"6,80","11,44","15,93","16,50","0,015132","127,988937","0,309430","0,309430","8,8","95,7","1006,4","0,54",342.0,596,67.0,47.24090579431504,-1.5564704686403277,Erdre_aller_0712
07/12/2021,09:19:53,09:20:03,"7,59","14,88","20,99","21,45","0,011366","111,158844","0,295999","0,295999","8,8","95,7","1006,3","1,68",51.0,596,69.0,47.24090671632439,-1.556457057595253,Erdre_aller_0712
07/12/2021,09:20:03,09:20:13,"7,56","14,84","23,37","26,08","0,014821","108,704910","0,319308","0,319308","8,8","95,7","1006,3","1,54",1.0,"595,9",61.0,47.24090537521988,-1.556393438950181,Erdre_aller_0712
07/12/2021,09:20:13,09:20:23,"6,90","13,44","18,46","29,61","0,022504","102,546684","0,328136","0,328136","8,8","95,8","1006,3","1,19",41.0,"596,3",61.0,47.24090537521988,-1.556393438950181,Erdre_aller_0712
07/12/2021,09:20:23,09:20:33,"7,27","14,07","20,18","19,95","0,044355","100,829826","0,320367","0,320367","8,8","95,8","1006,3","0,82",44.0,"594,7",61.0,47.24090537521988,-1.556393438950181,Erdre_aller_0712
07/12/2021,09:20:34,09:20:44,"7,09","16,68","23,68","47,55","0,013321","98,565933","0,323843","0,323843","8,8","95,9","1006,2","1,75",139.0,"596,3",61.0,47.24090537521988,-1.556393438950181,Erdre_aller_0712
07/12/2021,09:20:43,09:20:53,"7,09","15,57","26,57","27,21","0,078522","109,334114","0,329378","0,329378","8,8","95,9","1006,2","1,92",133.0,"593,2",,,,Erdre_aller_0712
07/12/2021,09:20:54,09:21:04,"6,88","16,64","28,92","30,82","0,021464","107,526634","0,323036","0,323036","8,8",96,"1006,3","0,97",71.0,"594,5",74.0,47.240988817065954,-1.5563664492219689,Erdre_aller_0712
07/12/2021,09:21:03,09:21:13,"6,70","14,29","20,48","29,91","0,026437","103,359329","0,332673","0,332673","8,8",96,"1006,3","0,82",358.0,"593,4",67.0,47.24098705686629,-1.5563729032874107,Erdre_aller_0712
07/12/2021,09:21:13,09:21:23,"6,91","15,64","26,34","26,58","0,036575","105,265717","0,318705","0,318705","8,8",96,"1006,3","0,45",332.0,"593,5",61.0,47.24093827418983,-1.5563818719238045,Erdre_aller_0712
07/12/2021,09:21:23,09:21:33,"6,94","12,66","17,80","17,63","0,020385","104,628708","0,327161","0,327161","8,8",96,"1006,4","0,7",325.0,"593,4",61.0,47.24093764554709,-1.5563824586570263,Erdre_aller_0712
07/12/2021,09:21:34,09:21:44,"6,96","15,16","23,26","29,44","0,011423","106,356667","0,307260","0,307260","8,8","96,1","1006,4","1,77",1.0,"594,3",,,,Erdre_aller_0712
07/12/2021,09:21:44,09:21:54,"7,25","13,85","20,85","21,31","0,030539","113,323090","0,314549","0,314549","8,7","96,1","1006,4","1,43",336.0,"594,5",,,,Erdre_aller_0712
07/12/2021,09:21:53,09:22:03,"7,40","12,02","14,59","14,44","0,015738","119,844994","0,303888","0,303888","8,8","96,1","1006,5","1,99",6.0,593,,,,Erdre_aller_0712
07/12/2021,09:22:03,09:22:13,"7,91","14,03","18,10","21,40","0,008049","123,652550","0,291731","0,291731","8,8","96,1","1006,5","1,15",26.0,"593,1",,,,Erdre_aller_0712
07/12/2021,09:22:14,09:22:24,"8,31","18,01","25,01","54,92","0,624780","121,830574","0,318848","0,318848","8,8","96,2","1006,5","1,94",30.0,"594,2",,,,Erdre_aller_0712
07/12/2021,09:22:24,09:22:34,"6,76","13,21","20,76","24,52","0,164802","117,386086","0,336713","0,336713","8,8","96,2","1006,6","1,38",46.0,594,,,,Erdre_aller_0712
07/12/2021,09:22:34,09:22:44,"8,07","14,95","19,45","19,18","0,023148","114,142365","0,304054","0,304054","8,8","96,2","1006,6","1,69",25.0,"594,1",,,,Erdre_aller_0712
07/12/2021,09:22:44,09:22:54,"7,20","14,10","21,45","24,20","0,011756","116,310089","0,314174","0,314174","8,8","96,2","1006,6","1,94",36.0,"594,1",,,,Erdre_aller_0712
07/12/2021,09:22:54,09:23:04,"7,92","14,41","19,81","23,40","0,021095","111,333092","0,311570","0,311570","8,8","96,2","1006,7","0,28",311.0,"594,5",,,,Erdre_aller_0712
07/12/2021,09:23:04,09:23:14,"6,97","13,84","22,15","22,78","0,020376","113,504166","0,314466","0,314466","8,8","96,2","1006,7","2,77",332.0,"594,6",,,,Erdre_aller_0712
07/12/2021,09:23:14,09:23:24,"7,17","16,00","26,13","30,94","0,017290","108,617371","0,312290","0,312290","8,8","96,2","1006,6","1,89",6.0,"594,2",,,,Erdre_aller_0712
07/12/2021,09:23:23,09:23:33,"7,01","14,84","22,52","22,34","0,029919","110,514099","0,321881","0,321881","8,8","96,2","1006,5","1,47",341.0,"592,9",,,,Erdre_aller_0712
07/12/2021,09:23:34,09:23:44,"7,90","16,27","22,92","26,17","0,015449","113,233986","0,311341","0,311341","8,8","96,2","1006,5","0,89",283.0,"593,9",,,,Erdre_aller_0712
07/12/2021,09:23:44,09:23:54,"6,72","14,01","21,56","23,84","0,628675","115,668747","0,334425","0,334425","8,8","96,2","1006,5","3,17",2.0,"593,9",,,,Erdre_aller_0712
07/12/2021,09:23:54,09:24:04,"6,67","12,67","17,84","23,92","0,020198","105,719414","0,315599","0,315599","8,8","96,2","1006,5","1,87",337.0,"593,8",,,,Erdre_aller_0712
07/12/2021,09:24:04,09:24:14,"7,12","12,60","16,40","16,15","0,025792","109,073349","0,304014","0,304014","8,8","96,2","1006,6","3,24",1.0,"593,8",,,,Erdre_aller_0712
07/12/2021,09:24:14,09:24:24,"7,23","15,35","22,82","23,22","0,009569","109,887726","0,304917","0,304917","8,9","96,2","1006,6","1,57",340.0,"593,9",,,,Erdre_aller_0712
07/12/2021,09:24:24,09:24:34,"6,90","15,59","27,77","30,22","0,016830","111,149704","0,317126","0,317126","8,9","96,1","1006,7","1,76",344.0,"594,1",,,,Erdre_aller_0712
07/12/2021,09:24:34,09:24:44,"6,62","12,84","20,35","22,20","0,026638","107,526787","0,322802","0,322802","8,9","96,1","1006,7","2,65",357.0,"593,9",,,,Erdre_aller_0712
07/12/2021,09:24:44,09:24:54,"7,28","15,12","22,47","22,53","0,018472","112,062080","0,300562","0,300562","8,9","96,1","1006,7","1,82",345.0,"593,7",,,,Erdre_aller_0712
07/12/2021,09:24:54,09:25:04,"7,67","16,02","25,02","31,19","0,015889","114,047325","0,314191","0,314191","8,9",96,"1006,7","3,3",7.0,"593,6",,,,Erdre_aller_0712
07/12/2021,09:25:04,09:25:14,"7,35","16,94","25,75","28,53","0,031110","113,410156","0,321993","0,321993","8,9",96,"1006,7","2,34",44.0,"593,8",,,,Erdre_aller_0712
07/12/2021,09:25:14,09:25:24,"6,87","12,55","15,59","26,99","0,023987","112,775734","0,324175","0,324175","8,9","95,9","1006,7","0,16",90.0,594,,,,Erdre_aller_0712
07/12/2021,09:25:24,09:25:34,"7,35","15,81","24,91","28,67","0,044195","109,253654","0,305819","0,305819","8,9","95,9","1006,7","0,98",13.0,593,,,,Erdre_aller_0712
07/12/2021,09:25:34,09:25:44,"7,08","15,15","23,34","25,36","0,025798","111,147835","0,321309","0,321309",9,"95,8","1006,7","1,31",69.0,"592,7",,,,Erdre_aller_0712
07/12/2021,09:25:44,09:25:54,"7,11","16,54","26,52","26,81","0,020753","114,862885","0,312035","0,312035",9,"95,8","1006,7","0,84",50.0,"593,1",,,,Erdre_aller_0712
07/12/2021,09:25:54,09:26:04,"7,07","16,79","28,71","29,93","0,020268","116,308327","0,318251","0,318251",9,"95,8","1006,7","1,06",10.0,"592,9",,,,Erdre_aller_0712
07/12/2021,09:26:04,09:26:14,"6,95","14,66","20,53","20,13","0,024502","110,512749","0,324689","0,324689",9,"95,8","1006,7","1,61",62.0,"593,1",,,,Erdre_aller_0712
07/12/2021,09:26:14,09:26:24,"6,84","14,37","21,19","26,49","0,013088","106,352425","0,317418","0,317418",9,"95,7","1006,6","0,4",34.0,"593,9",48.0,47.243423173204064,-1.5552683360874653,Erdre_aller_0712
07/12/2021,09:26:24,09:26:34,"7,43","13,72","19,46","20,87","0,026361","112,781731","0,310349","0,310349",9,"95,7","1006,6","0,23",153.0,"593,9",56.0,47.24328885320574,-1.5552291087806225,Erdre_aller_0712
07/12/2021,09:26:34,09:26:44,"7,41","14,47","21,21","21,57","0,015870","108,798073","0,312795","0,312795",9,"95,6","1006,6","0,45",340.0,594,55.0,47.24322846159339,-1.5550826769322157,Erdre_aller_0712
07/12/2021,09:26:44,09:26:54,"7,26","12,91","18,54","18,87","0,015493","113,053047","0,311056","0,311056",9,"95,6","1006,6","0,31",58.0,"594,4",54.0,47.24320096895099,-1.5549363289028406,Erdre_aller_0712
07/12/2021,09:26:54,09:27:04,"7,03","14,81","23,24","22,94","0,013207","108,437943","0,308471","0,308471",9,"95,5","1006,6","0,15",130.0,"594,1",55.0,47.24315851461142,-1.5547667630016804,Erdre_aller_0712
07/12/2021,09:27:04,09:27:14,"7,51","14,91","23,34","27,50","0,016117","106,894875","0,318751","0,318751",9,"95,5","1006,6","0,13",24.0,"593,9",55.0,47.243143427185714,-1.554721836000681,Erdre_aller_0712
07/12/2021,09:27:14,09:27:24,"7,17","14,80","19,78","44,70","0,025162","114,318222","0,315678","0,315678",9,"95,5","1006,6","0,41",169.0,"593,9",55.0,47.243143427185714,-1.554721836000681,Erdre_aller_0712
07/12/2021,09:27:24,09:27:34,"8,16","17,41","27,42","27,07","0,105929","118,936577","0,310755","0,310755",9,"95,4","1006,5","0,83",202.0,"593,8",54.0,47.24313232116401,-1.554577499628067,Erdre_aller_0712
07/12/2021,09:27:34,09:27:44,"7,53","12,09","14,07","13,98","0,019285","109,693642","0,335826","0,335826",9,"95,4","1006,5","0,13",291.0,594,57.0,47.24315595813096,-1.554396953433752,Erdre_aller_0712
07/12/2021,09:27:44,09:27:54,"6,65","17,12","31,58","38,55","0,007730","107,624046","0,306180","0,306180",9,"95,4","1006,5","0,11",6.0,594,58.0,47.24314191844314,-1.5542450733482838,Erdre_aller_0712
07/12/2021,09:27:54,09:28:04,"7,31","15,65","21,87","33,17","0,040066","105,258965","0,335470","0,335470",9,"95,3","1006,5","0,46",132.0,"594,2",57.0,47.24310017656535,-1.5540878288447857,Erdre_aller_0712
07/12/2021,09:28:04,09:28:14,"7,20","12,33","15,07","23,01","0,049230","100,190750","0,334964","0,334964","8,9","95,3","1006,5","0,27",30.0,594,56.0,47.24306710995734,-1.5539352782070637,Erdre_aller_0712
07/12/2021,09:28:14,09:28:24,"7,18","15,24","23,88","24,23","0,027034","102,280731","0,313844","0,313844",9,"95,3","1006,5","0,07",322.0,594,55.0,47.24304988514632,-1.5537962224334478,Erdre_aller_0712
07/12/2021,09:28:24,09:28:34,"7,23","13,72","19,12","20,07","0,017924","108,885765","0,319614","0,319614",9,"95,3","1006,5","1,12",70.0,"593,6",57.0,47.24307327065617,-1.5536199510097504,Erdre_aller_0712
07/12/2021,09:28:34,09:28:44,"7,73","16,10","25,79","28,52","0,014198","112,420425","0,308917","0,308917",9,"95,3","1006,5","1,1",96.0,"593,3",58.0,47.24310135003179,-1.553470250219107,Erdre_aller_0712
07/12/2021,09:28:44,09:28:54,"6,47","12,21","17,79","17,75","0,024625","109,334602","0,328330","0,328330","8,9","95,3","1006,5","0,59",49.0,"593,3",56.0,47.24313990678638,-1.5533309429883957,Erdre_aller_0712
07/12/2021,09:28:54,09:29:04,"7,13","15,73","25,17","25,37","0,012059","105,724281","0,303858","0,303858","8,9","95,3","1006,5","1,34",78.0,"593,4",55.0,47.24318047519773,-1.553225414827466,Erdre_aller_0712
07/12/2021,09:29:04,09:29:14,"7,17","15,94","25,65","28,33","0,018976","104,719528","0,326077","0,326077","8,9","95,2","1006,5","1,15",45.0,"593,4",54.0,47.243217271752656,-1.5531041286885738,Erdre_aller_0712
07/12/2021,09:29:14,09:29:24,"7,43","15,56","22,03","21,70","0,024505","96,750267","0,338386","0,338386","8,9","95,2","1006,5","1,5",73.0,"593,5",55.0,47.24325876217336,-1.5529797412455082,Erdre_aller_0712
07/12/2021,09:29:24,09:29:34,"8,30","14,94","18,85","28,29","0,014410","99,557800","0,333258","0,333258","8,9","95,2","1006,5","1,44",67.0,"593,6",54.0,47.24329807329923,-1.5528471395373344,Erdre_aller_0712
07/12/2021,09:29:34,09:29:44,"7,44","15,69","23,03","22,84","0,034380","115,312492","0,318547","0,318547","8,9","95,2","1006,4","1,43",49.0,"593,5",54.0,47.24333084654063,-1.552700288593769,Erdre_aller_0712
07/12/2021,09:29:44,09:29:54,"7,22","13,65","19,44","19,23","0,015593","116,038559","0,314266","0,314266","8,9","95,2","1006,5","1,39",41.0,"593,4",52.0,47.24336567334831,-1.5525790862739086,Erdre_aller_0712
07/12/2021,09:29:54,09:30:04,"7,08","15,44","22,83","38,90","0,012899","113,598114","0,306661","0,306661","8,9","95,2","1006,5","0,29",323.0,"593,1",52.0,47.243392202071846,-1.5524472389370203,Erdre_aller_0712
07/12/2021,09:30:04,09:30:14,"6,86","13,22","20,72","28,28","0,059193","110,514320","0,321224","0,321224","8,9","95,2","1006,5","1,31",205.0,593,54.0,47.24339379463345,-1.5523419622331858,Erdre_aller_0712
07/12/2021,09:30:14,09:30:24,"7,21","14,59","20,23","28,18","0,030900","110,881821","0,308558","0,308558","8,9","95,2","1006,4","1,96",192.0,"593,4",55.0,47.2433680202812,-1.5522940177470446,Erdre_aller_0712
07/12/2021,09:30:24,09:30:34,"6,97","13,48","19,50","19,26","0,031749","106,441933","0,319829","0,319829","8,9","95,2","1006,4","3,06",188.0,"593,4",56.0,47.24339387845248,-1.55219460837543,Erdre_aller_0712
07/12/2021,09:30:34,09:30:44,"7,06","15,48","24,69","26,14","0,012796","107,622475","0,310069","0,310069","8,9","95,3","1006,4","2,52",181.0,"593,6",54.0,47.24339672829956,-1.5520755015313623,Erdre_aller_0712
07/12/2021,09:30:44,09:30:54,"7,07","16,22","27,06","31,73","0,021056","105,987991","0,322916","0,322916","8,9","95,3","1006,5","1,76",175.0,"593,2",55.0,47.24342937581241,-1.5519594959914684,Erdre_aller_0712
07/12/2021,09:30:54,09:31:04,"6,86","15,55","21,82","51,55","0,030464","109,607567","0,324809","0,324809","8,9","95,4","1006,5","0,81",155.0,593,59.0,47.24346851930022,-1.551792612299323,Erdre_aller_0712
07/12/2021,09:31:04,09:31:14,"6,63","13,49","19,76","19,51","0,090940","111,149300","0,317946","0,317946","8,9","95,5","1006,4","0,6",168.0,593,59.0,47.243482349440455,-1.5516290813684464,Erdre_aller_0712
07/12/2021,09:31:14,09:31:24,"6,80","12,24","15,93","15,71","0,013198","105,540733","0,310082","0,310082","8,9","95,6","1006,4","1,27",151.0,"592,9",61.0,47.24347660783678,-1.5514813922345638,Erdre_aller_0712
07/12/2021,09:31:24,09:31:34,"6,89","13,95","21,13","22,16","0,009499","103,641434","0,306235","0,306235","8,9","95,6","1006,4","0,32",130.0,"592,9",61.0,47.24348821677268,-1.5513430908322334,Erdre_aller_0712
07/12/2021,09:31:34,09:31:44,"6,43","12,71","17,89","17,62","0,017009","103,365944","0,316078","0,316078","8,9","95,6","1006,4","0,37",128.0,"592,9",62.0,47.24347342271358,-1.5511807333678007,Erdre_aller_0712
07/12/2021,09:31:44,09:31:54,"6,49","12,79","17,85","17,68","0,011295","99,295242","0,309859","0,309859","8,9","95,6","1006,4","0,34",169.0,"593,1",60.0,47.24346323870122,-1.5510308649390936,Erdre_aller_0712
07/12/2021,09:31:54,09:32:04,"7,52","14,83","20,22","19,90","0,011585","104,818024","0,306519","0,306519","8,9","95,7","1006,4","0,52",38.0,"592,9",60.0,47.24346193950623,-1.5509263426065445,Erdre_aller_0712
07/12/2021,09:32:04,09:32:14,"7,82","14,95","19,62","19,34","0,012710","109,972847","0,317586","0,317586","8,9","95,7","1006,4","0,45",188.0,"592,9",64.0,47.2434689803049,-1.5507626440376043,Erdre_aller_0712
07/12/2021,09:32:14,09:32:24,"7,01","12,44","17,87","17,75","0,011886","114,409920","0,312812","0,312812","8,9","95,7","1006,4","0,61",246.0,593,61.0,47.243476775474846,-1.550567513331771,Erdre_aller_0712
07/12/2021,09:32:23,09:32:33,"7,30","15,39","24,44","27,38","0,011684","110,431442","0,303025","0,303025","8,9","95,7","1006,3","0,64",7.0,"591,7",59.0,47.24349731113762,-1.5504038147628307,Erdre_aller_0712
07/12/2021,09:32:34,09:32:44,"7,93","16,91","25,69","27,06","0,023992","111,329536","0,319610","0,319610","8,9","95,7","1006,4","1,28",26.0,"592,6",60.0,47.24348545074463,-1.5502327401190996,Erdre_aller_0712
07/12/2021,09:32:44,09:32:54,"7,37","13,79","19,43","20,35","0,021128","113,045975","0,327074","0,327074","8,9","95,7","1006,5","0,92",104.0,"592,6",60.0,47.24352719262242,-1.5500707179307938,Erdre_aller_0712
07/12/2021,09:32:53,09:33:03,"7,87","14,29","18,41","18,16","0,014676","109,341545","0,312035","0,312035","8,8","95,7","1006,6","0,81",79.0,"591,8",55.0,47.24351621232927,-1.5499228611588478,Erdre_aller_0712
07/12/2021,09:33:04,09:33:14,"6,47","12,44","17,62","17,43","0,010897","115,769264","0,309711","0,309711","8,9","95,7","1006,6","0,32",133.0,594,57.0,47.24354919511825,-1.549748769029975,Erdre_aller_0712
07/12/2021,09:33:14,09:33:24,"8,04","15,35","21,48","21,25","0,011414","107,626228","0,301197","0,301197","8,8","95,6","1006,6","0,13",93.0,"593,8",57.0,47.24356553982943,-1.5495632775127888,Erdre_aller_0712
07/12/2021,09:33:24,09:33:34,"6,99","13,33","19,47","21,43","0,013933","112,597229","0,318108","0,318108","8,9","95,6","1006,6","1,58",63.0,"593,4",57.0,47.24356503691524,-1.5494336932897568,Erdre_aller_0712
07/12/2021,09:33:34,09:33:44,"7,18","16,10","26,79","30,51","0,017063","109,614632","0,308158","0,308158","8,8","95,6","1006,6","1,19",130.0,"593,3",56.0,47.24358188454062,-1.5492947213351729,Erdre_aller_0712
07/12/2021,09:33:43,09:33:53,"7,52","16,52","25,48","35,55","0,027609","111,418793","0,322596","0,322596","8,8","95,6","1006,6","0,94",28.0,"591,4",58.0,47.24358993116766,-1.5491901990026236,Erdre_aller_0712
07/12/2021,09:33:54,09:34:04,"7,95","16,88","24,27","32,12","0,042554","114,495544","0,324028","0,324028","8,8","95,6","1006,6","0,62",359.0,"593,1",58.0,47.24358762614429,-1.549087604507804,Erdre_aller_0712
07/12/2021,09:34:03,09:34:13,"7,64","15,69","25,12","28,67","0,034903","114,947372","0,325662","0,325662","8,9","95,6","1006,6","1,15",76.0,"591,4",55.0,47.24360015708953,-1.548932958394289,Erdre_aller_0712
07/12/2021,09:34:14,09:34:24,"7,97","16,24","23,62","26,25","0,025662","114,588234","0,318929","0,318929","8,9","95,7","1006,6","1,41",8.0,"593,1",56.0,47.24359290674329,-1.548790130764246,Erdre_aller_0712
07/12/2021,09:34:23,09:34:33,"7,59","13,71","18,93","18,90","0,021479","116,307213","0,320637","0,320637","8,9","95,7","1006,6","1,31",138.0,"590,9",59.0,47.24355816375464,-1.5486465487629175,Erdre_aller_0712
07/12/2021,09:34:48,09:34:58,"7,14","13,57","20,17","20,28","0,012326","112,057938","0,309769","0,309769","8,9","95,7","1006,6","0,91",192.0,"591,4",52.0,47.24344940856099,-1.5483681857585907,Erdre_aller_0712
07/12/2021,09:34:49,09:34:59,"7,07","14,20","22,46","22,61","0,014143","111,968811","0,306528","0,306528","8,9","95,8","1006,6","1,01",177.0,"591,4",52.0,47.24343893118203,-1.5483546908944843,Erdre_aller_0712
07/12/2021,09:34:53,09:35:03,"7,49","14,56","22,17","22,37","0,016465","111,243149","0,310090","0,310090","8,9","95,8","1006,6","1,14",192.0,"590,6",51.0,47.24340125452727,-1.5482970234006643,Erdre_aller_0712
07/12/2021,09:35:03,09:35:13,"7,82","17,28","28,23","28,98","0,016042","110,336052","0,314573","0,314573","8,9","95,8","1006,6","1,31",187.0,"591,2",47.0,47.24335393868387,-1.5481706243008375,Erdre_aller_0712
07/12/2021,09:35:13,09:35:23,"7,25","13,94","21,91","24,29","0,022724","111,052620","0,332177","0,332177","8,9","95,8","1006,5","1,01",164.0,"591,3",45.0,47.24333885125816,-1.5480286348611116,Erdre_aller_0712
07/12/2021,09:35:23,09:35:33,"7,25","15,71","24,44","40,79","0,020430","104,450371","0,320192","0,320192","8,9","95,8","1006,6","1,03",169.0,"591,9",48.0,47.243328960612416,-1.547916317358613,Erdre_aller_0712
07/12/2021,09:35:34,09:35:44,"7,42","16,71","26,70","27,40","0,053641","109,153893","0,327577","0,327577","8,9","95,7","1006,6","0,25",36.0,"591,2",50.0,47.24333134945482,-1.5479017328470943,Erdre_aller_0712
07/12/2021,09:35:43,09:35:53,"7,38","16,68","27,23","28,91","0,020852","104,897629","0,333429","0,333429","8,9","95,7","1006,6","1,69",28.0,"592,8",52.0,47.24335988983512,-1.5478620026260614,Erdre_aller_0712
07/12/2021,09:35:53,09:36:03,"7,62","14,15","19,49","19,55","0,023632","107,704330","0,331200","0,331200","8,9","95,7","1006,6","1,68",88.0,"592,8",51.0,47.24333889316768,-1.5478249546140432,Erdre_aller_0712
07/12/2021,09:36:03,09:36:13,"7,45","17,08","26,99","48,87","0,013001","104,541443","0,319349","0,319349","8,9","95,6","1006,6",1,68.0,"592,7",54.0,47.24334773607552,-1.5477689635008574,Erdre_aller_0712
07/12/2021,09:36:13,09:36:23,"8,14","15,98","22,57","22,14","0,132053","108,697647","0,336262","0,336262","8,9","95,5","1006,6","1,28",78.0,"592,7",53.0,47.24342128727585,-1.5476568136364222,Erdre_aller_0712
07/12/2021,09:36:23,09:36:33,"6,48","13,41","20,35","23,95","0,014475","107,523682","0,330309","0,330309","8,9","95,4","1006,6","0,53",74.0,"592,8",53.0,47.24348943214864,-1.5475551411509514,Erdre_aller_0712
07/12/2021,09:36:33,09:36:43,"6,81","13,59","20,60","20,39","0,628411","106,440475","0,326420","0,326420","8,9","95,3","1006,6","0,96",7.0,"592,8",55.0,47.24355363752693,-1.5474732499569654,Erdre_aller_0712
07/12/2021,09:36:43,09:36:53,"7,19","15,07","23,05","23,44","0,014177","102,370300","0,316106","0,316106","8,9","95,2","1006,6","0,24",65.0,"593,1",54.0,47.24362169858068,-1.547410385683179,Erdre_aller_0712
07/12/2021,09:36:53,09:37:03,"6,96","15,31","23,97","24,12","0,017325","101,008278","0,326838","0,326838","8,8","95,1","1006,5","0,54",23.0,"592,7",55.0,47.24370107520372,-1.5473265666514635,Erdre_aller_0712
