date beginning,time beginning,time end,PM1_ambient - ,PM2.5_ambient - ,PM4_ambient - ,PM10_ambient - ,Cm [mg/m^3],Cn [P/cm^3],"M1,0 [µm]","M1,0 [µm].1",T [°C),HR [%).,Pression [mBar),Vit. Vent [m/s),Dir. Vent [°),Lumi [W/m²),Elev.,Lat.,Lon.,trajet
07/12/2021,09:37:03,09:37:13,"7,37","15,08","21,90","22,08","0,017720","99,378212","0,329694","0,329694","8,8","95,1","1006,5","1,18",23.0,"592,5",57.0,47.24377114791423,-1.54729463160038,Erdre_aller_0712
07/12/2021,09:37:13,09:37:23,"7,51","15,45","23,91","24,53","0,015257","106,350288","0,322082","0,322082","8,8",95,"1006,5","0,84",345.0,"592,2",,,,Erdre_aller_0712
07/12/2021,09:37:23,09:37:33,"6,72","11,95","17,54","18,91","0,018586","102,364334","0,331098","0,331098","8,8","95,1","1006,4","0,6",27.0,"592,5",66.0,47.244035890325904,-1.547090029343963,Erdre_aller_0712
07/12/2021,09:37:33,09:37:43,"7,47","16,10","24,39","24,01","0,014650","100,200371","0,310001","0,310001","8,8","95,2","1006,3","0,72",352.0,"592,4",52.0,47.24404775071889,-1.5471017640084028,Erdre_aller_0712
07/12/2021,09:37:43,09:37:53,"7,16","12,75","16,99","17,26","0,016595","103,088150","0,332094","0,332094","8,8","95,4","1006,3","0,85",358.0,"592,4",50.0,47.24412482231856,-1.5470243990421295,Erdre_aller_0712
07/12/2021,09:37:53,09:38:03,"6,92","14,85","23,48","24,76","0,011201","100,741570","0,314986","0,314986","8,8","95,5","1006,3","1,1",13.0,"592,3",52.0,47.24421999882907,-1.546969162300229,Erdre_aller_0712
07/12/2021,09:38:03,09:38:13,"7,14","15,81","24,17","43,76","0,019623","97,930443","0,328505","0,328505","8,8","95,6","1006,3","1,06",16.0,"592,5",53.0,47.2443287121132,-1.5468900371342895,Erdre_aller_0712
07/12/2021,09:38:13,09:38:23,"7,19","14,92","22,78","31,52","0,178102","100,369659","0,340045","0,340045","8,8","95,7","1006,3","0,83",20.0,"592,7",52.0,47.24442405626178,-1.5468073077499866,Erdre_aller_0712
07/12/2021,09:38:23,09:38:33,"6,97","14,04","18,18","27,60","0,036126","95,664551","0,337580","0,337580","8,8","95,8","1006,3","0,93",20.0,"592,7",53.0,47.24452350754291,-1.5467425994575024,Erdre_aller_0712
07/12/2021,09:38:33,09:38:43,"6,28","12,73","19,40","19,42","0,034229","100,466682","0,323493","0,323493","8,8","95,8","1006,2","1,45",11.0,"591,1",53.0,47.24460879340768,-1.5466791484504938,Erdre_aller_0712
07/12/2021,09:38:43,09:38:53,"6,91","13,35","19,07","18,86","0,013792","95,401085","0,315522","0,315522","8,8","95,9","1006,2","0,94",305.0,"590,9",54.0,47.24469525273889,-1.5466137696057558,Erdre_aller_0712
07/12/2021,09:38:53,09:39:03,"7,17","15,47","23,12","27,10","0,012490","99,563423","0,318516","0,318516","8,8","95,9","1006,2","0,91",10.0,"590,2",49.0,47.2448200173676,-1.54655241407454,Erdre_aller_0712
07/12/2021,09:39:03,09:39:13,"6,66","12,65","19,14","18,92","0,024922","101,278297","0,331093","0,331093","8,8","95,9","1006,2","0,63",13.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:39:13,09:39:23,"6,84","12,40","18,64","19,75","0,013040","96,667831","0,316603","0,316603","8,8",96,"1006,2","0,63",13.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:39:23,09:39:33,"7,04","15,60","25,49","27,16","0,015300","101,194717","0,313324","0,313324","8,8","96,1","1006,2","1,45",71.0,"590,2",,,,Erdre_aller_0712
07/12/2021,09:39:33,09:39:43,"7,02","12,05","16,50","16,80","0,022150","98,018288","0,335593","0,335593","8,8","96,1","1006,2","0,77",15.0,"590,3",,,,Erdre_aller_0712
07/12/2021,09:39:43,09:39:53,"7,37","13,51","18,59","21,46","0,011336","105,632675","0,306586","0,306586","8,9","96,1","1006,2","1,1",35.0,590,,,,Erdre_aller_0712
07/12/2021,09:39:53,09:40:03,"6,97","13,23","18,73","25,37","0,018145","103,546135","0,318037","0,318037","8,8","96,1","1006,2","1,09",25.0,"589,8",,,,Erdre_aller_0712
07/12/2021,09:40:03,09:40:13,"7,16","13,98","20,84","21,09","0,026584","103,818901","0,315297","0,315297","8,8","96,1","1006,2","0,93",0.0,"589,8",,,,Erdre_aller_0712
07/12/2021,09:40:13,09:40:23,"6,86","12,36","18,30","18,60","0,015001","106,624779","0,315258","0,315258","8,8","96,1","1006,3","1,2",17.0,"589,7",,,,Erdre_aller_0712
07/12/2021,09:40:23,09:40:33,"7,19","14,57","19,33","30,70","0,013174","103,459221","0,309101","0,309101","8,8","96,1","1006,3","0,52",54.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:40:33,09:40:43,"7,02","15,03","22,63","27,24","0,047307","105,173332","0,323028","0,323028","8,8","96,1","1006,3","1,04",80.0,"589,7",,,,Erdre_aller_0712
07/12/2021,09:40:43,09:40:53,"7,32","13,32","17,29","17,03","0,026084","108,523743","0,319841","0,319841","8,8","96,1","1006,3","0,28",8.0,"589,9",,,,Erdre_aller_0712
07/12/2021,09:40:53,09:41:03,"7,07","16,40","25,55","46,36","0,010213","101,826736","0,317657","0,317657","8,8",96,"1006,3","0,79",41.0,"589,8",,,,Erdre_aller_0712
07/12/2021,09:41:03,09:41:13,"7,67","15,59","23,74","24,11","0,182586","96,292671","0,351608","0,351608","8,9",96,"1006,4","0,18",300.0,"589,9",,,,Erdre_aller_0712
07/12/2021,09:41:13,09:41:23,"7,73","13,06","16,22","16,05","0,017508","105,080757","0,328351","0,328351","8,9","96,1","1006,5","0,79",334.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:41:23,09:41:33,"7,03","15,90","27,00","27,08","0,009348","99,381584","0,320813","0,320813","8,9","96,1","1006,5","0,55",55.0,"589,4",,,,Erdre_aller_0712
07/12/2021,09:41:33,09:41:43,"7,18","13,84","19,32","19,01","0,020947","99,828781","0,334369","0,334369","8,9","96,1","1006,5","0,45",50.0,"589,4",57.0,47.24579269532114,-1.546049164608121,Erdre_aller_0712
07/12/2021,09:41:43,09:41:53,"7,77","16,12","24,55","24,60","0,012222","103,546402","0,317326","0,317326","8,9","96,1","1006,5","1,17",127.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:41:53,09:42:03,"7,20","14,35","20,69","24,34","0,017505","102,724777","0,335214","0,335214","8,9","96,1","1006,5","2,03",127.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:42:03,09:42:13,"7,47","15,25","23,31","25,85","0,021991","105,626534","0,321410","0,321410","8,9","96,1","1006,5","1,2",145.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:42:13,09:42:23,"7,43","16,01","24,51","24,06","0,021577","102,092949","0,330861","0,330861","8,9","96,1","1006,5","1,28",162.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:42:23,09:42:33,"6,98","16,68","27,84","30,53","0,016787","106,619400","0,328442","0,328442","8,9",96,"1006,5","1,31",154.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:42:33,09:42:43,"7,26","15,77","24,43","32,93","0,026555","98,015991","0,341535","0,341535","8,9",96,"1006,5","1,19",96.0,"589,2",,,,Erdre_aller_0712
07/12/2021,09:42:43,09:42:53,"7,57","15,40","22,73","26,31","0,037063","103,088341","0,331569","0,331569","8,9",96,"1006,5","0,79",198.0,"589,2",,,,Erdre_aller_0712
07/12/2021,09:42:53,09:43:03,"6,77","13,81","21,17","21,34","0,629854","104,804527","0,343246","0,343246","8,9","95,9","1006,5","2,12",165.0,589,,,,Erdre_aller_0712
07/12/2021,09:43:03,09:43:13,"7,86","13,83","18,86","19,08","0,015431","106,264000","0,311930","0,311930","8,9","95,9","1006,5","2,43",136.0,589,,,,Erdre_aller_0712
07/12/2021,09:43:13,09:43:23,"6,75","13,35","18,62","24,13","0,012524","106,803871","0,319845","0,319845","8,9","95,9","1006,4","2,06",142.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:43:23,09:43:33,"7,35","13,04","17,97","17,87","0,024630","103,457039","0,314804","0,314804","8,9","95,9","1006,4","0,8",292.0,"589,8",,,,Erdre_aller_0712
07/12/2021,09:43:33,09:43:43,"7,69","13,74","19,12","19,67","0,011619","105,902664","0,310480","0,310480","8,9","95,9","1006,5","2,4",93.0,"589,8",,,,Erdre_aller_0712
07/12/2021,09:43:43,09:43:53,"6,70","14,22","23,82","24,99","0,013698","111,876328","0,311425","0,311425","8,9","95,8","1006,5","1,11",116.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:43:53,09:44:03,"7,34","15,05","22,70","22,56","0,020265","100,648163","0,322285","0,322285","8,9","95,7","1006,5","0,55",90.0,"590,6",,,,Erdre_aller_0712
07/12/2021,09:44:04,09:44:14,"7,08","12,48","15,91","15,74","0,015804","108,160866","0,321617","0,321617","8,9","95,6","1006,5","0,94",90.0,"589,9",,,,Erdre_aller_0712
07/12/2021,09:44:13,09:44:23,"7,88","16,62","25,92","29,88","0,009426","102,281845","0,310963","0,310963","8,9","95,6","1006,5","0,9",104.0,"590,3",,,,Erdre_aller_0712
07/12/2021,09:44:23,09:44:33,"6,36","13,10","20,78","21,34","0,027311","105,348869","0,336440","0,336440","8,9","95,5","1006,5","0,82",104.0,"590,2",,,,Erdre_aller_0712
07/12/2021,09:44:33,09:44:43,"7,21","14,26","20,54","21,42","0,016104","103,639496","0,311313","0,311313","8,9","95,4","1006,5","0,65",145.0,"590,2",61.0,47.24719322752208,-1.5454169176518917,Erdre_aller_0712
07/12/2021,09:44:44,09:44:54,"7,39","13,61","18,88","18,63","0,015599","101,552414","0,324266","0,324266","8,9","95,3","1006,5","1,13",27.0,"589,4",61.0,47.2472065128386,-1.5454087033867836,Erdre_aller_0712
07/12/2021,09:44:54,09:45:04,"7,51","15,07","22,66","24,01","0,012020","102,912392","0,318726","0,318726","8,9","95,2","1006,5","1,18",125.0,"589,2",61.0,47.2472065128386,-1.5454087033867836,Erdre_aller_0712
07/12/2021,09:45:04,09:45:14,"7,84","15,74","22,88","22,61","0,018369","112,868561","0,318798","0,318798","8,9","95,2","1006,5","1,28",8.0,"589,2",61.0,47.2472065128386,-1.5454087033867836,Erdre_aller_0712
07/12/2021,09:45:13,09:45:23,"7,85","17,16","21,79","54,72","0,015307","100,189445","0,338258","0,338258","8,9","95,2","1006,4","1,08",39.0,"590,5",61.0,47.2472065128386,-1.5454087033867836,Erdre_aller_0712
07/12/2021,09:45:24,09:45:34,"7,87","16,35","22,28","49,72","0,097129","105,075821","0,340130","0,340130","8,9","95,3","1006,4","0,78",58.0,"589,4",61.0,47.2472065128386,-1.5454087033867836,Erdre_aller_0712
07/12/2021,09:45:33,09:45:43,"8,08","16,26","23,89","23,69","0,104457","107,793365","0,334504","0,334504","8,9","95,4","1006,5","1,57",51.0,"590,8",59.0,47.24722365383059,-1.5454027522355318,Erdre_aller_0712
07/12/2021,09:45:44,09:45:54,"7,57","12,77","16,01","15,81","0,016320","108,247681","0,330537","0,330537","8,9","95,5","1006,4","1,82",118.0,"589,7",,,,Erdre_aller_0712
07/12/2021,09:45:53,09:46:03,"8,11","16,43","22,35","28,34","0,009077","106,717323","0,310393","0,310393",9,"95,5","1006,4","1,28",154.0,"590,8",,,,Erdre_aller_0712
07/12/2021,09:46:03,09:46:13,"7,47","15,04","23,34","26,64","0,028183","102,904327","0,338925","0,338925",9,"95,6","1006,4","0,81",178.0,"590,7",,,,Erdre_aller_0712
07/12/2021,09:46:14,09:46:24,"7,51","15,26","22,57","28,22","0,023550","109,064743","0,324414","0,324414",9,"95,6","1006,4","1,37",65.0,589,,,,Erdre_aller_0712
07/12/2021,09:46:23,09:46:33,"7,38","14,67","21,16","21,60","0,028416","109,699005","0,322691","0,322691",9,"95,5","1006,3","1,06",103.0,"590,9",,,,Erdre_aller_0712
07/12/2021,09:46:34,09:46:44,"7,58","14,20","19,64","19,50","0,015340","111,965225","0,314819","0,314819",9,"95,4","1006,1","1,97",155.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:46:44,09:46:54,"7,60","15,69","24,49","24,91","0,012727","108,705223","0,318520","0,318520",9,"95,4","1006,1","1,73",135.0,589,,,,Erdre_aller_0712
07/12/2021,09:46:54,09:47:04,"8,07","14,76","22,01","22,46","0,018321","110,513229","0,323723","0,323723",9,"95,4","1006,1","1,57",105.0,"589,4",,,,Erdre_aller_0712
07/12/2021,09:47:03,09:47:13,"6,83","14,62","21,95","35,68","0,016312","110,695358","0,321046","0,321046",9,"95,3","1006,1","0,72",120.0,"590,7",,,,Erdre_aller_0712
07/12/2021,09:47:13,09:47:23,"7,29","12,14","15,57","15,39","0,054954","101,732597","0,326919","0,326919",9,"95,3","1006,1","1,29",168.0,"590,6",,,,Erdre_aller_0712
07/12/2021,09:47:24,09:47:34,"7,18","15,31","19,97","47,42","0,009295","101,375854","0,313144","0,313144","9,1","95,3","1006,1","0,25",177.0,589,,,,Erdre_aller_0712
07/12/2021,09:47:34,09:47:44,"6,70","13,09","19,80","25,08","0,089402","103,268661","0,333175","0,333175",9,"95,3",1006,"0,08",8.0,"588,8",,,,Erdre_aller_0712
07/12/2021,09:47:43,09:47:53,"7,54","14,89","20,10","31,71","0,024596","99,835007","0,318568","0,318568","9,1","95,2",1006,"0,46",58.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:47:54,09:48:04,"7,39","15,22","20,23","44,55","0,039320","103,903992","0,328389","0,328389","9,1","95,3",1006,"0,51",15.0,589,,,,Erdre_aller_0712
07/12/2021,09:48:04,09:48:14,"7,21","26,58","27,12","243,00","0,078174","95,662216","0,343555","0,343555","9,1","95,3",1006,"0,74",79.0,589,,,,Erdre_aller_0712
07/12/2021,09:48:14,09:48:24,"7,14","13,10","18,65","18,47","6,731143","104,443695","0,589315","0,589315","9,1","95,3",1006,"1,2",131.0,"588,8",,,,Erdre_aller_0712
07/12/2021,09:48:24,09:48:34,"7,52","13,04","17,90","17,80","0,012162","100,559586","0,317030","0,317030","9,1","95,3",1006,"2,12",129.0,589,,,,Erdre_aller_0712
07/12/2021,09:48:34,09:48:44,"6,60","13,56","21,20","21,72","0,011423","101,192642","0,318798","0,318798","9,1","95,3",1006,"1,91",176.0,"589,2",,,,Erdre_aller_0712
07/12/2021,09:48:44,09:48:54,"6,48","12,37","18,79","18,48","0,016440","99,744759","0,318126","0,318126","9,1","95,3",1006,"3,16",148.0,"589,2",,,,Erdre_aller_0712
07/12/2021,09:48:54,09:49:04,"7,12","13,54","19,17","18,84","0,012682","101,467377","0,310618","0,310618","9,1","95,2",1006,"2,18",147.0,"589,1",,,,Erdre_aller_0712
07/12/2021,09:49:04,09:49:14,"7,37","15,62","20,96","54,37","0,012365","103,456291","0,316556","0,316556","9,1","95,2",1006,"2,3",171.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:49:14,09:49:24,"6,64","12,07","16,13","15,88","0,176376","99,462738","0,345213","0,345213","9,2","95,1",1006,"2,24",173.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:49:24,09:49:34,"7,67","15,89","24,99","25,27","0,009824","96,397728","0,312328","0,312328","9,2","95,1",1006,"0,64",159.0,"590,2",,,,Erdre_aller_0712
07/12/2021,09:49:34,09:49:44,"7,04","16,15","25,03","35,95","0,018766","104,083817","0,331620","0,331620","9,1",95,1006,"0,35",154.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:49:44,09:49:54,"7,01","14,33","23,47","24,12","0,046958","102,272781","0,333827","0,333827","9,2","94,9","1005,9","1,25",12.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:49:54,09:50:04,"7,00","12,53","17,04","16,95","0,018682","96,572487","0,329630","0,329630","9,2","94,9","1005,9","1,13",90.0,"590,4",,,,Erdre_aller_0712
07/12/2021,09:50:04,09:50:14,"6,71","13,78","21,17","22,94","0,010674","105,178856","0,309940","0,309940","9,2","94,8","1005,9","1,31",125.0,"590,7",,,,Erdre_aller_0712
07/12/2021,09:50:14,09:50:24,"7,17","13,88","21,40","22,61","0,018744","101,192329","0,319354","0,319354","9,2","94,8","1005,9","0,73",128.0,"590,4",,,,Erdre_aller_0712
07/12/2021,09:50:24,09:50:34,"7,66","16,49","25,75","27,11","0,017661","103,726143","0,320998","0,320998","9,2","94,8","1005,9","1,06",178.0,"590,3",,,,Erdre_aller_0712
07/12/2021,09:50:34,09:50:44,"6,76","14,91","25,64","27,17","0,021271","107,342293","0,331335","0,331335","9,2","94,8","1005,9","1,22",179.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:50:44,09:50:54,"7,85","14,75","20,89","20,62","0,022520","107,708817","0,320391","0,320391","9,2","94,8","1005,8","1,01",123.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:50:54,09:51:04,"8,06","14,76","21,12","23,19","0,013318","114,950768","0,317794","0,317794","9,2","94,8","1005,9","0,78",22.0,"588,8",,,,Erdre_aller_0712
07/12/2021,09:51:04,09:51:14,"7,47","15,28","21,89","33,70","0,018265","112,415405","0,320409","0,320409","9,2","94,7","1005,9","0,88",121.0,"588,6",,,,Erdre_aller_0712
07/12/2021,09:51:14,09:51:24,"7,26","13,59","19,53","20,04","0,042456","102,182320","0,333666","0,333666","9,2","94,7","1005,9","0,49",99.0,"589,9",,,,Erdre_aller_0712
07/12/2021,09:51:24,09:51:34,"7,31","12,74","16,37","16,13","0,014200","101,644714","0,319519","0,319519","9,2","94,7","1005,9","0,64",10.0,"590,1",,,,Erdre_aller_0712
07/12/2021,09:51:34,09:51:44,"7,33","15,23","21,09","25,69","0,009410","110,158203","0,307380","0,307380","9,2","94,7","1005,9","0,85",6.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:51:44,09:51:54,"7,05","13,40","19,09","25,11","0,024296","106,620804","0,324817","0,324817","9,2","94,7","1005,9","1,25",20.0,"588,4",,,,Erdre_aller_0712
07/12/2021,09:51:54,09:52:04,"7,34","13,81","20,00","21,01","0,026295","109,522560","0,311843","0,311843","9,2","94,7","1005,9","1,51",35.0,"587,9",,,,Erdre_aller_0712
07/12/2021,09:52:04,09:52:14,"7,71","13,57","18,58","18,28","0,015479","106,985741","0,317969","0,317969","9,2","94,7","1005,9","1,11",37.0,"588,5",,,,Erdre_aller_0712
07/12/2021,09:52:14,09:52:24,"6,86","12,48","17,34","17,40","0,011472","110,698502","0,313859","0,313859","9,2","94,7","1005,9","0,55",40.0,"588,2",,,,Erdre_aller_0712
07/12/2021,09:52:24,09:52:34,"6,66","14,45","20,79","32,85","0,011650","103,006767","0,309024","0,309024","9,2","94,7","1005,8","0,9",54.0,"588,7",,,,Erdre_aller_0712
07/12/2021,09:52:34,09:52:44,"7,59","17,74","30,16","40,21","0,050539","101,462166","0,323292","0,323292","9,2","94,7","1005,7","1,73",73.0,"587,6",,,,Erdre_aller_0712
07/12/2021,09:52:44,09:52:54,"6,61","12,67","18,28","18,17","0,045629","103,172577","0,347312","0,347312","9,2","94,7","1005,7","2,52",78.0,"587,7",,,,Erdre_aller_0712
07/12/2021,09:52:54,09:53:04,"7,24","13,76","20,26","19,97","0,012212","101,195389","0,311558","0,311558","9,2","94,7","1005,7","1,04",61.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:53:04,09:53:14,"6,71","13,80","21,57","22,55","0,013278","105,899963","0,317143","0,317143","9,2","94,7","1005,7","0,96",106.0,"587,5",,,,Erdre_aller_0712
07/12/2021,09:53:14,09:53:24,"7,56","15,40","21,70","24,34","0,017218","104,542511","0,316614","0,316614","9,2","94,7","1005,7","2,17",128.0,588,,,,Erdre_aller_0712
07/12/2021,09:53:24,09:53:34,"7,39","12,97","16,67","16,45","0,020164","104,718208","0,329824","0,329824","9,2","94,6","1005,7","1,61",96.0,588,,,,Erdre_aller_0712
07/12/2021,09:53:34,09:53:44,"6,86","12,53","18,39","18,24","0,009873","103,004082","0,315639","0,315639","9,2","94,6","1005,7","1,35",92.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:53:44,09:53:54,"6,95","12,41","15,89","15,68","0,012137","104,364182","0,309686","0,309686","9,3","94,6","1005,6","1,08",58.0,"587,9",,,,Erdre_aller_0712
07/12/2021,09:53:54,09:54:04,"7,54","15,51","22,43","23,51","0,009263","99,746147","0,314020","0,314020","9,2","94,5","1005,6","2,45",122.0,"588,7",,,,Erdre_aller_0712
07/12/2021,09:54:04,09:54:14,"6,00","12,16","18,58","18,45","0,017518","106,982925","0,324503","0,324503","9,2","94,5","1005,6","0,99",187.0,"588,7",,,,Erdre_aller_0712
07/12/2021,09:54:14,09:54:24,"7,22","14,38","21,28","33,55","0,012728","96,941101","0,311525","0,311525","9,3","94,5","1005,6","0,16",29.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:54:24,09:54:34,"6,63","11,87","17,14","17,42","0,046195","104,539383","0,324117","0,324117","9,3","94,5","1005,6","1,41",99.0,588,,,,Erdre_aller_0712
07/12/2021,09:54:34,09:54:44,"6,94","14,31","19,85","29,72","0,012056","100,562477","0,309576","0,309576","9,2","94,5","1005,7","1,62",7.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:54:44,09:54:54,"6,87","13,50","17,23","41,23","0,036710","101,914673","0,323851","0,323851","9,2","94,5","1005,7","1,42",3.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:54:54,09:55:04,"7,40","13,92","20,53","20,74","0,066773","105,177040","0,314203","0,314203","9,2","94,5","1005,7","1,07",26.0,"588,2",,,,Erdre_aller_0712
07/12/2021,09:55:04,09:55:14,"7,18","14,72","25,59","29,42","0,014464","107,076668","0,316931","0,316931","9,2","94,5","1005,7","1,24",20.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:55:14,09:55:24,"7,56","13,99","20,18","20,02","0,027191","103,451561","0,328467","0,328467","9,2","94,5","1005,7","0,92",43.0,"589,1",,,,Erdre_aller_0712
07/12/2021,09:55:24,09:55:34,"7,15","14,36","21,96","21,72","0,013565","103,182709","0,321810","0,321810","9,2","94,6","1005,7","0,97",105.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:55:34,09:55:44,"6,75","12,58","18,05","20,80","0,015125","101,280937","0,324246","0,324246","9,3","94,7","1005,7","0,91",40.0,"588,9",,,,Erdre_aller_0712
07/12/2021,09:55:44,09:55:54,"7,52","13,06","17,67","17,81","0,018019","98,840263","0,316191","0,316191","9,3","94,8","1005,8","0,29",325.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:55:54,09:56:04,"7,12","13,31","18,27","20,44","0,011816","99,471642","0,321605","0,321605","9,3","94,8","1005,8","0,78",115.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:56:04,09:56:14,"7,35","12,96","18,07","18,06","0,016481","98,204247","0,322314","0,322314","9,2","94,8","1005,7","1,58",161.0,"589,3",,,,Erdre_aller_0712
07/12/2021,09:56:14,09:56:24,"6,84","13,89","22,41","26,47","0,011889","103,819672","0,313384","0,313384","9,3","94,9","1005,7","1,79",233.0,"589,4",,,,Erdre_aller_0712
07/12/2021,09:56:24,09:56:34,"7,51","13,39","17,20","16,98","0,024563","93,675163","0,332195","0,332195","9,3","94,9","1005,7","1,13",209.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:56:34,09:56:44,"7,43","15,72","23,17","36,28","0,010198","93,767403","0,327835","0,327835","9,3","94,9","1005,7","1,83",206.0,"589,5",,,,Erdre_aller_0712
07/12/2021,09:56:44,09:56:54,"7,61","15,63","23,40","27,32","0,054556","98,650238","0,339698","0,339698","9,3","94,9","1005,7","1,9",213.0,"589,6",,,,Erdre_aller_0712
07/12/2021,09:56:54,09:57:04,"7,27","15,66","22,42","28,74","0,025262","101,729675","0,333821","0,333821","9,3","94,9","1005,7","3,06",204.0,"589,7",,,,Erdre_aller_0712
07/12/2021,09:57:04,09:57:14,"8,54","18,85","26,23","60,95","0,029574","100,643837","0,333139","0,333139","9,3","94,8","1005,7","2,35",204.0,"589,4",,,,Erdre_aller_0712
07/12/2021,09:57:13,09:57:23,"6,95","16,10","20,06","87,17","0,242102","102,985588","0,361976","0,361976","9,3","94,7","1005,7","1,43",204.0,"587,2",,,,Erdre_aller_0712
07/12/2021,09:57:24,09:57:34,"6,46","15,20","26,40","31,29","1,839501","104,335876","0,386312","0,386312","9,3","94,7","1005,7","1,67",221.0,"587,5",,,,Erdre_aller_0712
07/12/2021,09:57:34,09:57:44,"7,53","15,37","25,19","27,91","0,030894","94,035011","0,338181","0,338181","9,3","94,7","1005,7","1,8",167.0,"587,5",,,,Erdre_aller_0712
07/12/2021,09:57:43,09:57:53,"7,65","14,13","18,92","18,61","0,024151","96,750076","0,338702","0,338702","9,3","94,7","1005,7","2,04",187.0,"588,1",81.0,47.252044044435024,-1.5403934754431248,Erdre_aller_0712
07/12/2021,09:57:43,09:57:53,"7,65","14,13","18,92","18,61","0,024151","96,750076","0,338702","0,338702","9,3","94,7","1005,7","2,04",187.0,"588,1",67.0,47.25211893673986,-1.5404495503753424,Erdre_aller_0712
07/12/2021,09:57:54,09:58:04,"7,00","13,76","18,88","18,53","0,011530","96,934113","0,330622","0,330622","9,3","94,8","1005,7","0,18",249.0,"587,5",51.0,47.25219252984971,-1.54073235578835,Erdre_aller_0712
07/12/2021,09:58:04,09:58:14,"7,60","12,61","17,32","18,52","0,011609","95,125786","0,325120","0,325120","9,3","94,9","1005,7","0,99",185.0,"587,5",53.0,47.25231880322099,-1.540700001642108,Erdre_aller_0712
07/12/2021,09:58:28,09:58:38,"7,79","14,78","22,22","23,80","0,013621","96,484497","0,322706","0,322706","9,3",95,"1005,6","0,47",181.0,"589,2",56.0,47.252648253925145,-1.5406153444200754,Erdre_aller_0712
07/12/2021,09:58:29,09:58:39,"7,34","14,28","21,85","23,41","0,018721","95,392242","0,339271","0,339271","9,3",95,"1005,6","0,59",148.0,"588,1",61.0,47.25263031665236,-1.5406102314591408,Erdre_aller_0712
07/12/2021,09:58:34,09:58:44,"6,73","12,31","17,03","17,30","0,018600","93,130363","0,337287","0,337287","9,3",95,"1005,6","1,12",210.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:58:44,09:58:54,"6,56","14,14","22,51","23,16","0,011765","90,510429","0,323705","0,323705","9,3",95,"1005,6","1,21",171.0,"587,8",,,,Erdre_aller_0712
07/12/2021,09:58:53,09:59:03,"7,59","14,16","19,20","18,88","0,017938","88,333900","0,336265","0,336265","9,3","94,9","1005,6","1,1",193.0,"587,7",,,,Erdre_aller_0712
07/12/2021,09:59:03,09:59:13,"7,02","14,54","22,18","22,35","0,011739","94,308365","0,333258","0,333258","9,4","94,9","1005,6","0,26",236.0,"587,6",,,,Erdre_aller_0712
07/12/2021,09:59:14,09:59:24,"7,10","14,42","22,62","28,20","0,016123","95,847496","0,331976","0,331976","9,4","94,8","1005,6","2,1",191.0,"588,1",,,,Erdre_aller_0712
07/12/2021,09:59:24,09:59:34,"7,22","14,87","23,28","31,95","0,028183","91,862854","0,338347","0,338347","9,4","94,8","1005,6","1,27",196.0,"588,2",58.0,47.25272033829242,-1.5404849220067265,Erdre_aller_0712
07/12/2021,09:59:33,09:59:43,"6,90","15,84","25,14","36,73","1,247872","100,906334","0,363014","0,363014","9,4","94,8","1005,6","1,17",212.0,"587,5",,,,Erdre_aller_0712
07/12/2021,09:59:43,09:59:53,"7,53","15,85","23,25","22,92","0,044087","94,032578","0,345427","0,345427","9,4","94,8","1005,6","0,61",180.0,"587,4",,,,Erdre_aller_0712
07/12/2021,09:59:54,10:00:04,"6,52","14,53","23,90","27,64","0,015695","97,474068","0,338756","0,338756","9,3","94,8","1005,6","0,91",234.0,"587,6",55.0,47.25310062523931,-1.540434379130602,Erdre_aller_0712
