
**********************************************************
Termite log, started at Tue Jan 25 09:56:51 2022
**********************************************************
Q,008,000.29,1029.2,095.7,-000.1,-000.7,,X,+0018.7,0000.000,+11.6,00,2B03:00: 
03:02: Q,027,000.34,1029.2,095.7,-000.1,-000.7,,X,+0018.9,0000.000,+11.6,00,24
Q,020,000.39,1029.2,095.7,-000.1,-000.7,,X,+0018.7,0000.000,+11.6,00,20
03:04: Q,048,000.40,1029.2,095.7,-000.1,-000.7,,X,+0018.7,0000.000,+11.6,00,20
Q,069,000.38,1029.2,095.7,-000.1,-000.7,,X,+0018.8,0000.000,+11.6,00,23
03:05: Q,089,000.35,1029.2,095.7,-000.1,-000.7,,X,+0018.8,0000.000,+11.6,00,20
Q,057,000.09,1029.2,095.7,-000.1,-000.7,,X,+0018.7,0000.000,+11.6,00,23
03:08: Q,269,000.07,1029.2,095.7,-000.1,-000.7,,X,+0018.9,0000.000,+11.6,00,2C
Q,033,000.19,1029.2,095.7,-000.1,-000.7,,X,+0018.8,0000.000,+11.6,00,2F
03:10: Q,353,000.23,1029.2,095.7,-000.1,-000.7,,X,+0018.9,0000.000,+11.6,00,22
Q,008,000.78,1029.2,095.7,-000.1,-000.7,,X,+0019.2,0000.000,+11.6,00,2B
03:11: Q,339,000.74,1029.2,095.6,+000.0,-000.6,,X,+0019.7,0000.000,+11.6,00,24
Q,005,001.18,1029.2,095.6,+000.0,-000.6,,X,+0020.7,0000.000,+11.6,00,29
03:13: Q,002,001.01,1029.2,095.6,+000.0,-000.6,,X,+0021.9,0000.000,+11.6,00,29
03:15: Q,339,000.97,1029.2,095.6,+000.0,-000.6,,X,+0023.5,0000.000,+11.6,00,22
Q,348,000.81,1029.2,095.6,+000.0,-000.7,,X,+0025.1,0000.000,+11.6,00,20
03:16: Q,349,001.24,1029.2,095.6,+000.0,-000.7,,X,+0026.4,0000.000,+11.6,00,29
Q,001,000.43,1029.2,095.6,+000.0,-000.7,,X,+0027.6,0000.000,+11.6,00,25
03:18: Q,357,000.80,1029.2,095.6,-000.1,-000.7,,X,+0028.6,0000.000,+11.6,00,22
Q,022,000.63,1029.2,095.6,-000.1,-000.7,,X,+0029.4,0000.000,+11.6,00,2D
03:21: Q,072,000.55,1029.2,095.6,+000.0,-000.7,,X,+0030.1,0000.000,+11.6,00,27
Q,131,000.92,1029.2,095.6,+000.0,-000.7,,X,+0030.5,0000.000,+11.6,00,2E
03:23: Q,093,000.66,1029.2,095.6,+000.0,-000.7,,X,+0030.6,0000.000,+11.6,00,2F
Q,076,000.57,1029.2,095.6,+000.0,-000.7,,X,+0030.4,0000.000,+11.6,00,24
03:24: Q,076,000.58,1029.2,095.6,+000.0,-000.6,,X,+0030.4,0000.000,+11.6,00,2A
Q,083,000.78,1029.2,095.6,+000.0,-000.7,,X,+0030.5,0000.000,+11.6,00,22
03:27: Q,087,000.77,1029.2,095.6,+000.0,-000.7,,X,+0030.6,0000.000,+11.6,00,2A
Q,082,000.84,1029.2,095.6,+000.0,-000.7,,X,+0030.7,0000.000,+11.6,00,22
03:29: Q,078,000.69,1029.2,095.6,-000.1,-000.7,,X,+0031.1,0000.000,+11.6,00,24
Q,078,000.81,1029.2,095.6,-000.1,-000.7,,X,+0031.1,0000.000,+11.6,00,22
03:30: Q,086,000.69,1029.2,095.6,-000.1,-000.7,,X,+0031.2,0000.000,+11.6,00,26
Q,060,000.77,1029.2,095.6,-000.1,-000.7,,X,+0031.4,0000.000,+11.6,00,27
03:32: Q,056,000.84,1029.2,095.6,-000.1,-000.7,,X,+0031.7,0000.000,+11.6,00,2D
03:34: Q,043,000.94,1029.2,095.5,-000.1,-000.7,,X,+0031.9,0000.000,+11.6,00,25
Q,036,001.20,1029.2,095.5,+000.0,-000.7,,X,+0031.9,0000.000,+11.6,00,2E
03:35: Q,038,001.18,1029.2,095.5,-000.1,-000.7,,X,+0031.8,0000.000,+11.6,00,2D
Q,072,000.94,1029.2,095.5,-000.1,-000.7,,X,+0031.7,0000.000,+11.6,00,29
03:37: Q,048,000.98,1029.2,095.5,-000.1,-000.7,,X,+0031.4,0000.000,+11.6,00,2F
Q,044,001.27,1029.2,095.5,-000.1,-000.7,,X,+0030.9,0000.000,+11.6,00,2A
03:40: Q,027,000.98,1029.2,095.5,-000.1,-000.7,,X,+0030.3,0000.000,+11.6,00,20
Q,033,001.07,1029.2,095.5,-000.1,-000.7,,X,+0029.3,0000.000,+11.6,00,2A
03:42: Q,042,000.56,1029.2,095.5,-000.1,-000.7,,X,+0028.4,0000.000,+11.6,00,2F
Q,053,000.43,1029.2,095.5,-000.1,-000.7,,X,+0027.7,0000.000,+11.6,00,27
03:43: Q,019,000.30,1029.2,095.5,-000.1,-000.7,,X,+0027.2,0000.000,+11.6,00,28
Q,352,000.80,1029.2,095.5,-000.1,-000.7,,X,+0026.8,0000.000,+11.6,00,24
03:45: Q,341,000.81,1029.2,095.4,-000.1,-000.7,,X,+0026.6,0000.000,+11.6,00,28
03:47: Q,326,001.01,1029.2,095.4,-000.1,-000.7,,X,+0026.5,0000.000,+11.6,00,23
Q,326,000.83,1029.2,095.4,-000.1,-000.7,,X,+0026.1,0000.000,+11.6,00,2C
03:48: Q,002,000.76,1029.2,095.4,-000.1,-000.7,,X,+0025.6,0000.000,+11.6,00,27
Q,344,000.67,1029.2,095.4,-000.1,-000.7,,X,+0025.0,0000.000,+11.6,00,20
03:50: Q,335,000.77,1029.2,095.4,-000.1,-000.7,,X,+0024.2,0000.000,+11.6,00,24
Q,326,000.70,1029.2,095.4,-000.1,-000.7,,X,+0023.5,0000.000,+11.6,00,21
03:53: Q,323,000.89,1029.2,095.4,-000.1,-000.7,,X,+0023.0,0000.000,+11.6,00,27
Q,010,000.54,1029.2,095.4,-000.1,-000.7,,X,+0022.9,0000.000,+11.6,00,2C
03:54: Q,349,000.55,1029.2,095.4,-000.1,-000.7,,X,+0023.2,0000.000,+11.6,00,28
Q,021,000.49,1029.2,095.4,-000.1,-000.7,,X,+0023.5,0000.000,+11.6,00,2F
03:56: Q,061,000.35,1029.2,095.4,-000.1,-000.7,,X,+0023.6,0000.000,+11.6,00,23
Q,248,000.07,1029.2,095.4,-000.1,-000.7,,X,+0023.3,0000.000,+11.6,00,2E
03:59: Q,317,000.61,1029.2,095.4,-000.1,-000.7,,X,+0022.9,0000.000,+11.6,00,2E
Q,297,000.33,1029.2,095.4,-000.1,-000.7,,X,+0022.6,0000.000,+11.6,00,2F
04:01: Q,301,000.37,1029.2,095.4,-000.1,-000.7,,X,+0022.7,0000.000,+11.6,00,24
Q,259,000.27,1029.2,095.4,-000.1,-000.7,,X,+0023.0,0000.000,+11.6,00,2F
04:02: Q,019,000.23,1029.2,095.4,-000.1,-000.7,,X,+0023.0,0000.000,+11.6,00,2D
Q,345,000.38,1029.2,095.3,-000.1,-000.7,,X,+0023.2,0000.000,+11.6,00,28
04:05: Q,000,000.84,1029.1,095.3,-000.1,-000.7,,X,+0022.9,0000.000,+11.6,00,24
Q,336,000.55,1029.1,095.3,-000.1,-000.7,,X,+0022.4,0000.000,+11.6,00,23
04:07: Q,340,001.25,1029.1,095.3,-000.1,-000.7,,X,+0022.0,0000.000,+11.6,00,20
Q,352,000.94,1029.1,095.3,-000.1,-000.7,,X,+0022.0,0000.000,+11.6,00,28
04:08: Q,338,001.14,1029.1,095.3,-000.1,-000.7,,X,+0022.0,0000.000,+11.6,00,2D
Q,321,000.99,1029.1,095.3,-000.1,-000.7,,X,+0022.1,0000.000,+11.6,00,20
04:10: Q,334,001.24,1029.1,095.4,-000.1,-000.7,,X,+0022.1,0000.000,+11.6,00,24
04:12: Q,327,001.49,1029.1,095.3,-000.1,-000.7,,X,+0021.9,0000.000,+11.6,00,21
Q,352,001.04,1029.1,095.3,-000.1,-000.7,,X,+0021.7,0000.000,+11.6,00,24
04:14: Q,323,001.66,1029.1,095.4,-000.1,-000.7,,X,+0021.7,0000.000,+11.6,00,21
Q,347,001.28,1029.1,095.4,-000.1,-000.7,,X,+0021.7,0000.000,+11.6,00,29
04:15: Q,332,001.50,1029.1,095.4,-000.1,-000.7,,X,+0021.8,0000.000,+11.6,00,2B
Q,345,001.01,1029.1,095.4,-000.1,-000.7,,X,+0021.9,0000.000,+11.6,00,2E
04:18: Q,009,000.87,1029.1,095.4,-000.1,-000.7,,X,+0021.9,0000.000,+11.6,00,2A
