*
08/11/2021 08:22:32 ___ 08/11/2021 11:13:51
1 file(s)
9999  intervals of 1 s 
date beginning	time beginning	date end	time end	relative time [s]	PMtotal_classic - 	PM1_classic - 	PM2.5_classic - 	PM4_classic - 	
08/11/2021	09:05:24	08/11/2021	09:05:25	2571,34	0,30	0,30	0,30	0,30
08/11/2021	09:05:25	08/11/2021	09:05:26	2572,34	0,20	0,20	0,20	0,20
08/11/2021	09:05:26	08/11/2021	09:05:27	2573,36	0,17	0,17	0,17	0,17
08/11/2021	09:05:27	08/11/2021	09:05:28	2574,34	0,45	0,45	0,45	0,45
08/11/2021	09:05:28	08/11/2021	09:05:29	2575,33	0,21	0,20	0,21	0,21
08/11/2021	09:05:29	08/11/2021	09:05:30	2576,33	0,61	0,56	0,61	0,61
08/11/2021	09:05:30	08/11/2021	09:05:31	2577,33	0,35	0,35	0,35	0,35
08/11/2021	09:05:31	08/11/2021	09:05:32	2578,31	0,29	0,29	0,29	0,29
08/11/2021	09:05:32	08/11/2021	09:05:33	2579,30	0,17	0,17	0,17	0,17
08/11/2021	09:05:33	08/11/2021	09:05:34	2580,30	0,34	0,34	0,34	0,34
08/11/2021	09:05:34	08/11/2021	09:05:35	2581,31	0,35	0,35	0,35	0,35
08/11/2021	09:05:35	08/11/2021	09:05:36	2582,30	1,08	0,75	1,07	1,08
08/11/2021	09:05:36	08/11/2021	09:05:37	2583,30	0,56	0,47	0,55	0,56
08/11/2021	09:05:36	08/11/2021	09:05:37	2584,28	1,62	0,62	1,58	1,62
08/11/2021	09:05:37	08/11/2021	09:05:38	2585,28	0,29	0,29	0,29	0,29
08/11/2021	09:05:38	08/11/2021	09:05:39	2586,27	0,43	0,42	0,43	0,43
08/11/2021	09:05:39	08/11/2021	09:05:40	2587,28	0,21	0,21	0,21	0,21
08/11/2021	09:05:40	08/11/2021	09:05:41	2588,27	1,08	0,68	1,08	1,08
08/11/2021	09:05:41	08/11/2021	09:05:42	2589,27	0,65	0,62	0,65	0,65
08/11/2021	09:05:42	08/11/2021	09:05:43	2590,27	0,26	0,26	0,26	0,26
08/11/2021	09:05:43	08/11/2021	09:05:44	2591,25	0,41	0,41	0,41	0,41
08/11/2021	09:05:44	08/11/2021	09:05:45	2592,28	0,46	0,46	0,46	0,46
08/11/2021	09:05:45	08/11/2021	09:05:46	2593,25	0,36	0,36	0,36	0,36
08/11/2021	09:05:46	08/11/2021	09:05:47	2594,25	0,74	0,61	0,74	0,74
08/11/2021	09:05:47	08/11/2021	09:05:48	2595,25	0,25	0,25	0,25	0,25
08/11/2021	09:05:48	08/11/2021	09:05:49	2596,22	0,28	0,28	0,28	0,28
08/11/2021	09:05:49	08/11/2021	09:05:50	2597,23	0,38	0,38	0,38	0,38
08/11/2021	09:05:50	08/11/2021	09:05:51	2598,22	0,46	0,46	0,46	0,46
08/11/2021	09:05:51	08/11/2021	09:05:52	2599,23	0,38	0,38	0,38	0,38
08/11/2021	09:05:52	08/11/2021	09:05:53	2600,22	0,94	0,54	0,94	0,94
08/11/2021	09:05:53	08/11/2021	09:05:54	2601,22	0,32	0,32	0,32	0,32
08/11/2021	09:05:54	08/11/2021	09:05:55	2602,20	0,33	0,33	0,33	0,33
08/11/2021	09:05:55	08/11/2021	09:05:56	2603,20	0,16	0,16	0,16	0,16
08/11/2021	09:05:56	08/11/2021	09:05:57	2604,19	0,23	0,23	0,23	0,23
08/11/2021	09:05:57	08/11/2021	09:05:58	2605,19	0,27	0,27	0,27	0,27
08/11/2021	09:05:58	08/11/2021	09:05:59	2606,17	0,22	0,22	0,22	0,22
08/11/2021	09:05:59	08/11/2021	09:06:00	2607,19	0,32	0,32	0,32	0,32
08/11/2021	09:06:00	08/11/2021	09:06:01	2608,19	0,59	0,58	0,59	0,59
08/11/2021	09:06:01	08/11/2021	09:06:02	2609,19	0,20	0,20	0,20	0,20
08/11/2021	09:06:02	08/11/2021	09:06:03	2610,17	0,39	0,39	0,39	0,39
08/11/2021	09:06:03	08/11/2021	09:06:04	2611,16	46,09	0,45	0,47	23,09
08/11/2021	09:06:04	08/11/2021	09:06:05	2612,16	0,63	0,57	0,63	0,63
08/11/2021	09:06:05	08/11/2021	09:06:06	2613,16	0,25	0,25	0,25	0,25
08/11/2021	09:06:06	08/11/2021	09:06:07	2614,14	0,89	0,74	0,88	0,89
08/11/2021	09:06:07	08/11/2021	09:06:08	2615,14	4,79	0,51	4,31	4,79
08/11/2021	09:06:08	08/11/2021	09:06:09	2616,14	0,12	0,12	0,12	0,12
08/11/2021	09:06:09	08/11/2021	09:06:10	2617,14	0,17	0,17	0,17	0,17
08/11/2021	09:06:10	08/11/2021	09:06:11	2618,14	0,25	0,25	0,25	0,25
08/11/2021	09:06:11	08/11/2021	09:06:12	2619,14	0,41	0,40	0,41	0,41
08/11/2021	09:06:12	08/11/2021	09:06:13	2620,12	0,49	0,49	0,49	0,49
08/11/2021	09:06:13	08/11/2021	09:06:14	2621,11	0,27	0,27	0,27	0,27
08/11/2021	09:06:14	08/11/2021	09:06:15	2622,12	0,88	0,68	0,87	0,88
08/11/2021	09:06:15	08/11/2021	09:06:16	2623,11	0,15	0,15	0,15	0,15
08/11/2021	09:06:16	08/11/2021	09:06:17	2624,11	0,93	0,81	0,93	0,93
08/11/2021	09:06:17	08/11/2021	09:06:18	2625,09	0,41	0,41	0,41	0,41
08/11/2021	09:06:18	08/11/2021	09:06:19	2626,09	0,43	0,43	0,43	0,43
08/11/2021	09:06:19	08/11/2021	09:06:20	2627,09	0,31	0,31	0,31	0,31
08/11/2021	09:06:20	08/11/2021	09:06:21	2628,08	2,25	0,74	2,16	2,25
08/11/2021	09:06:21	08/11/2021	09:06:22	2629,09	0,54	0,50	0,54	0,54
08/11/2021	09:06:22	08/11/2021	09:06:23	2630,08	0,41	0,41	0,41	0,41
08/11/2021	09:06:23	08/11/2021	09:06:24	2631,06	0,71	0,52	0,71	0,71
08/11/2021	09:06:24	08/11/2021	09:06:25	2632,06	0,33	0,33	0,33	0,33
08/11/2021	09:06:25	08/11/2021	09:06:26	2633,06	6,46	1,17	5,95	6,46
08/11/2021	09:06:26	08/11/2021	09:06:27	2634,05	1,65	0,54	1,60	1,65
08/11/2021	09:06:27	08/11/2021	09:06:28	2635,05	0,41	0,41	0,41	0,41
08/11/2021	09:06:28	08/11/2021	09:06:29	2636,05	0,38	0,38	0,38	0,38
08/11/2021	09:06:29	08/11/2021	09:06:30	2637,05	0,67	0,65	0,67	0,67
08/11/2021	09:06:30	08/11/2021	09:06:31	2638,03	0,37	0,37	0,37	0,37
08/11/2021	09:06:31	08/11/2021	09:06:32	2639,02	0,76	0,63	0,76	0,76
08/11/2021	09:06:32	08/11/2021	09:06:33	2640,03	0,43	0,41	0,43	0,43
08/11/2021	09:06:33	08/11/2021	09:06:34	2641,05	0,47	0,47	0,47	0,47
08/11/2021	09:06:34	08/11/2021	09:06:35	2642,03	0,25	0,25	0,25	0,25
08/11/2021	09:06:35	08/11/2021	09:06:36	2643,02	0,49	0,49	0,49	0,49
08/11/2021	09:06:36	08/11/2021	09:06:37	2644,03	0,33	0,33	0,33	0,33
08/11/2021	09:06:37	08/11/2021	09:06:38	2645,02	0,42	0,42	0,42	0,42
08/11/2021	09:06:38	08/11/2021	09:06:39	2646,03	0,64	0,58	0,64	0,64
08/11/2021	09:06:39	08/11/2021	09:06:40	2647,00	0,37	0,37	0,37	0,37
08/11/2021	09:06:40	08/11/2021	09:06:41	2647,97	0,58	0,57	0,58	0,58
08/11/2021	09:06:41	08/11/2021	09:06:42	2649,00	0,26	0,26	0,26	0,26
08/11/2021	09:06:42	08/11/2021	09:06:43	2649,98	7,18	0,52	6,50	7,18
08/11/2021	09:06:43	08/11/2021	09:06:44	2651,00	0,57	0,42	0,56	0,57
08/11/2021	09:06:44	08/11/2021	09:06:45	2651,98	0,48	0,48	0,48	0,48
08/11/2021	09:06:45	08/11/2021	09:06:46	2652,97	0,30	0,30	0,30	0,30
08/11/2021	09:06:46	08/11/2021	09:06:47	2653,97	0,30	0,30	0,30	0,30
08/11/2021	09:06:47	08/11/2021	09:06:48	2654,97	0,39	0,39	0,39	0,39
08/11/2021	09:06:48	08/11/2021	09:06:49	2655,97	0,46	0,46	0,46	0,46
08/11/2021	09:06:49	08/11/2021	09:06:50	2656,95	0,30	0,30	0,30	0,30
08/11/2021	09:06:50	08/11/2021	09:06:51	2657,94	3,37	1,14	3,27	3,37
08/11/2021	09:06:51	08/11/2021	09:06:52	2658,94	0,17	0,17	0,17	0,17
08/11/2021	09:06:52	08/11/2021	09:06:53	2659,94	0,48	0,48	0,48	0,48
08/11/2021	09:06:53	08/11/2021	09:06:54	2660,94	0,50	0,50	0,50	0,50
08/11/2021	09:06:54	08/11/2021	09:06:55	2661,94	4,68	0,40	4,20	4,68
08/11/2021	09:06:55	08/11/2021	09:06:56	2662,92	0,26	0,26	0,26	0,26
08/11/2021	09:06:56	08/11/2021	09:06:57	2663,91	0,28	0,28	0,28	0,28
08/11/2021	09:06:57	08/11/2021	09:06:58	2664,92	0,25	0,25	0,25	0,25
08/11/2021	09:06:58	08/11/2021	09:06:59	2665,92	0,50	0,49	0,50	0,50
08/11/2021	09:06:59	08/11/2021	09:07:00	2666,91	0,13	0,13	0,13	0,13
08/11/2021	09:07:00	08/11/2021	09:07:01	2667,91	0,22	0,22	0,22	0,22
08/11/2021	09:07:01	08/11/2021	09:07:02	2668,91	1,12	0,81	1,12	1,12
08/11/2021	09:07:02	08/11/2021	09:07:03	2669,91	0,41	0,41	0,41	0,41
08/11/2021	09:07:03	08/11/2021	09:07:04	2670,89	0,54	0,54	0,54	0,54
08/11/2021	09:07:04	08/11/2021	09:07:05	2671,89	0,33	0,33	0,33	0,33
08/11/2021	09:07:05	08/11/2021	09:07:06	2672,87	0,31	0,31	0,31	0,31
08/11/2021	09:07:06	08/11/2021	09:07:07	2673,89	4,01	0,77	3,74	4,01
08/11/2021	09:07:07	08/11/2021	09:07:08	2674,87	0,34	0,33	0,34	0,34
08/11/2021	09:07:08	08/11/2021	09:07:09	2675,86	0,20	0,20	0,20	0,20
08/11/2021	09:07:09	08/11/2021	09:07:10	2676,86	0,27	0,27	0,27	0,27
08/11/2021	09:07:10	08/11/2021	09:07:11	2677,86	0,43	0,43	0,43	0,43
08/11/2021	09:07:11	08/11/2021	09:07:12	2678,84	0,45	0,45	0,45	0,45
08/11/2021	09:07:12	08/11/2021	09:07:13	2679,84	0,21	0,21	0,21	0,21
08/11/2021	09:07:13	08/11/2021	09:07:14	2680,84	0,32	0,32	0,32	0,32
08/11/2021	09:07:14	08/11/2021	09:07:15	2681,84	2,02	0,90	1,97	2,02
08/11/2021	09:07:15	08/11/2021	09:07:16	2682,83	0,76	0,71	0,76	0,76
08/11/2021	09:07:16	08/11/2021	09:07:17	2683,83	0,60	0,56	0,60	0,60
08/11/2021	09:07:17	08/11/2021	09:07:18	2684,83	1,19	0,79	1,19	1,19
08/11/2021	09:07:18	08/11/2021	09:07:19	2685,81	0,56	0,53	0,56	0,56
08/11/2021	09:07:19	08/11/2021	09:07:20	2686,83	1,64	0,80	1,62	1,64
08/11/2021	09:07:20	08/11/2021	09:07:21	2687,81	0,40	0,40	0,40	0,40
08/11/2021	09:07:21	08/11/2021	09:07:22	2688,81	0,28	0,28	0,28	0,28
08/11/2021	09:07:22	08/11/2021	09:07:23	2689,80	0,69	0,67	0,69	0,69
08/11/2021	09:07:23	08/11/2021	09:07:24	2690,78	0,51	0,50	0,51	0,51
08/11/2021	09:07:24	08/11/2021	09:07:25	2691,80	0,37	0,37	0,37	0,37
08/11/2021	09:07:25	08/11/2021	09:07:26	2692,78	0,10	0,10	0,10	0,10
08/11/2021	09:07:26	08/11/2021	09:07:27	2693,78	0,30	0,30	0,30	0,30
08/11/2021	09:07:27	08/11/2021	09:07:28	2694,78	0,24	0,24	0,24	0,24
08/11/2021	09:07:28	08/11/2021	09:07:29	2695,77	0,53	0,53	0,53	0,53
08/11/2021	09:07:29	08/11/2021	09:07:30	2696,77	0,42	0,42	0,42	0,42
08/11/2021	09:07:30	08/11/2021	09:07:31	2697,77	6,54	0,63	5,63	6,53
08/11/2021	09:07:31	08/11/2021	09:07:32	2698,75	0,30	0,30	0,30	0,30
08/11/2021	09:07:32	08/11/2021	09:07:33	2699,77	4,08	0,43	3,72	4,08
08/11/2021	09:07:33	08/11/2021	09:07:34	2700,75	0,91	0,63	0,91	0,91
08/11/2021	09:07:34	08/11/2021	09:07:35	2701,75	0,55	0,53	0,55	0,55
08/11/2021	09:07:35	08/11/2021	09:07:36	2702,75	0,77	0,75	0,77	0,77
08/11/2021	09:07:36	08/11/2021	09:07:37	2703,75	0,89	0,50	0,89	0,89
08/11/2021	09:07:37	08/11/2021	09:07:38	2704,73	0,22	0,22	0,22	0,22
08/11/2021	09:07:38	08/11/2021	09:07:39	2705,75	2,71	0,75	2,57	2,71
08/11/2021	09:07:39	08/11/2021	09:07:40	2706,72	0,80	0,67	0,79	0,80
08/11/2021	09:07:40	08/11/2021	09:07:41	2707,73	1,10	0,70	1,09	1,10
08/11/2021	09:07:41	08/11/2021	09:07:42	2708,70	0,27	0,27	0,27	0,27
08/11/2021	09:07:42	08/11/2021	09:07:43	2709,72	0,12	0,12	0,12	0,12
08/11/2021	09:07:43	08/11/2021	09:07:44	2710,72	0,20	0,20	0,20	0,20
08/11/2021	09:07:44	08/11/2021	09:07:45	2711,69	0,35	0,35	0,35	0,35
08/11/2021	09:07:45	08/11/2021	09:07:46	2712,69	0,34	0,34	0,34	0,34
08/11/2021	09:07:46	08/11/2021	09:07:47	2713,70	0,23	0,23	0,23	0,23
08/11/2021	09:07:47	08/11/2021	09:07:48	2714,69	4,19	1,19	4,03	4,19
08/11/2021	09:07:48	08/11/2021	09:07:49	2715,67	1,06	0,76	1,05	1,06
08/11/2021	09:07:49	08/11/2021	09:07:50	2716,69	0,30	0,30	0,30	0,30
08/11/2021	09:07:50	08/11/2021	09:07:51	2717,67	0,63	0,61	0,63	0,63
08/11/2021	09:07:51	08/11/2021	09:07:52	2718,69	0,26	0,26	0,26	0,26
08/11/2021	09:07:52	08/11/2021	09:07:53	2719,67	0,84	0,79	0,84	0,84
08/11/2021	09:07:53	08/11/2021	09:07:54	2720,66	0,22	0,22	0,22	0,22
08/11/2021	09:07:54	08/11/2021	09:07:55	2721,66	0,53	0,53	0,53	0,53
08/11/2021	09:07:55	08/11/2021	09:07:56	2722,64	0,38	0,38	0,38	0,38
08/11/2021	09:07:56	08/11/2021	09:07:57	2723,66	0,43	0,43	0,43	0,43
08/11/2021	09:07:57	08/11/2021	09:07:58	2724,64	0,47	0,47	0,47	0,47
08/11/2021	09:07:58	08/11/2021	09:07:59	2725,66	0,35	0,35	0,35	0,35
08/11/2021	09:07:59	08/11/2021	09:08:00	2726,64	0,38	0,38	0,38	0,38
08/11/2021	09:08:00	08/11/2021	09:08:01	2727,62	0,68	0,65	0,68	0,68
08/11/2021	09:08:01	08/11/2021	09:08:02	2728,61	8,38	0,23	5,69	8,17
08/11/2021	09:08:02	08/11/2021	09:08:03	2729,62	0,30	0,30	0,30	0,30
08/11/2021	09:08:03	08/11/2021	09:08:04	2730,61	0,49	0,45	0,49	0,49
08/11/2021	09:08:04	08/11/2021	09:08:05	2731,61	0,39	0,39	0,39	0,39
08/11/2021	09:08:05	08/11/2021	09:08:06	2732,61	4,49	0,21	4,01	4,49
08/11/2021	09:08:06	08/11/2021	09:08:07	2733,59	0,49	0,48	0,49	0,49
08/11/2021	09:08:07	08/11/2021	09:08:08	2734,59	0,20	0,20	0,20	0,20
08/11/2021	09:08:08	08/11/2021	09:08:09	2735,59	0,27	0,27	0,27	0,27
08/11/2021	09:08:09	08/11/2021	09:08:10	2736,59	0,27	0,27	0,27	0,27
08/11/2021	09:08:10	08/11/2021	09:08:11	2737,59	0,61	0,59	0,61	0,61
08/11/2021	09:08:11	08/11/2021	09:08:12	2738,56	1,85	0,75	1,81	1,85
08/11/2021	09:08:12	08/11/2021	09:08:13	2739,58	0,35	0,35	0,35	0,35
08/11/2021	09:08:13	08/11/2021	09:08:14	2740,56	0,32	0,32	0,32	0,32
08/11/2021	09:08:14	08/11/2021	09:08:15	2741,58	0,19	0,19	0,19	0,19
08/11/2021	09:08:15	08/11/2021	09:08:16	2742,56	0,34	0,34	0,34	0,34
08/11/2021	09:08:16	08/11/2021	09:08:17	2743,56	0,63	0,57	0,63	0,63
08/11/2021	09:08:17	08/11/2021	09:08:18	2744,55	0,34	0,34	0,34	0,34
08/11/2021	09:08:18	08/11/2021	09:08:19	2745,56	0,44	0,44	0,44	0,44
08/11/2021	09:08:19	08/11/2021	09:08:20	2746,55	0,43	0,43	0,43	0,43
08/11/2021	09:08:20	08/11/2021	09:08:21	2747,55	0,12	0,12	0,12	0,12
08/11/2021	09:08:21	08/11/2021	09:08:22	2748,53	0,58	0,49	0,58	0,58
08/11/2021	09:08:22	08/11/2021	09:08:23	2749,53	0,33	0,33	0,33	0,33
08/11/2021	09:08:23	08/11/2021	09:08:24	2750,52	0,29	0,29	0,29	0,29
08/11/2021	09:08:24	08/11/2021	09:08:25	2751,53	0,42	0,42	0,42	0,42
08/11/2021	09:08:25	08/11/2021	09:08:26	2752,52	0,46	0,44	0,46	0,46
08/11/2021	09:08:26	08/11/2021	09:08:27	2753,50	0,45	0,45	0,45	0,45
08/11/2021	09:08:27	08/11/2021	09:08:28	2754,50	0,25	0,25	0,25	0,25
08/11/2021	09:08:28	08/11/2021	09:08:29	2755,48	2,61	0,68	2,47	2,61
08/11/2021	09:08:29	08/11/2021	09:08:30	2756,50	0,96	0,85	0,96	0,96
08/11/2021	09:08:30	08/11/2021	09:08:31	2757,48	1,02	0,63	1,02	1,02
08/11/2021	09:08:31	08/11/2021	09:08:32	2758,50	0,32	0,32	0,32	0,32
08/11/2021	09:08:32	08/11/2021	09:08:33	2759,48	0,20	0,20	0,20	0,20
08/11/2021	09:08:33	08/11/2021	09:08:34	2760,47	0,20	0,20	0,20	0,20
08/11/2021	09:08:34	08/11/2021	09:08:35	2761,48	5,14	0,83	4,65	5,14
08/11/2021	09:08:35	08/11/2021	09:08:36	2762,47	0,38	0,38	0,38	0,38
08/11/2021	09:08:36	08/11/2021	09:08:37	2763,47	0,38	0,34	0,38	0,38
08/11/2021	09:08:37	08/11/2021	09:08:38	2764,45	0,33	0,33	0,33	0,33
08/11/2021	09:08:38	08/11/2021	09:08:39	2765,45	0,66	0,65	0,66	0,66
08/11/2021	09:08:39	08/11/2021	09:08:40	2766,45	0,43	0,43	0,43	0,43
08/11/2021	09:08:40	08/11/2021	09:08:41	2767,47	0,33	0,33	0,33	0,33
08/11/2021	09:08:41	08/11/2021	09:08:42	2768,45	0,51	0,51	0,51	0,51
08/11/2021	09:08:42	08/11/2021	09:08:43	2769,44	2,77	0,95	2,69	2,77
08/11/2021	09:08:43	08/11/2021	09:08:44	2770,42	0,28	0,28	0,28	0,28
08/11/2021	09:08:44	08/11/2021	09:08:45	2771,44	0,47	0,47	0,47	0,47
08/11/2021	09:08:45	08/11/2021	09:08:46	2772,42	1,10	0,70	1,09	1,10
08/11/2021	09:08:46	08/11/2021	09:08:47	2773,42	0,80	0,67	0,80	0,80
08/11/2021	09:08:47	08/11/2021	09:08:48	2774,41	0,14	0,14	0,14	0,14
08/11/2021	09:08:48	08/11/2021	09:08:49	2775,41	0,83	0,56	0,83	0,83
08/11/2021	09:08:49	08/11/2021	09:08:50	2776,39	0,42	0,42	0,42	0,42
08/11/2021	09:08:50	08/11/2021	09:08:51	2777,39	0,23	0,23	0,23	0,23
08/11/2021	09:08:51	08/11/2021	09:08:52	2778,41	0,38	0,38	0,38	0,38
08/11/2021	09:08:52	08/11/2021	09:08:53	2779,39	0,48	0,48	0,48	0,48
08/11/2021	09:08:53	08/11/2021	09:08:54	2780,41	0,37	0,37	0,37	0,37
08/11/2021	09:08:54	08/11/2021	09:08:55	2781,39	0,48	0,48	0,48	0,48
08/11/2021	09:08:55	08/11/2021	09:08:56	2782,37	0,22	0,22	0,22	0,22
08/11/2021	09:08:56	08/11/2021	09:08:57	2783,37	0,42	0,42	0,42	0,42
08/11/2021	09:08:57	08/11/2021	09:08:58	2784,37	1,48	0,68	1,45	1,48
08/11/2021	09:08:58	08/11/2021	09:08:59	2785,36	0,33	0,33	0,33	0,33
08/11/2021	09:08:59	08/11/2021	09:09:00	2786,36	5,11	0,70	4,62	5,11
08/11/2021	09:09:00	08/11/2021	09:09:01	2787,36	0,47	0,47	0,47	0,47
08/11/2021	09:09:01	08/11/2021	09:09:02	2788,34	0,32	0,32	0,32	0,32
08/11/2021	09:09:02	08/11/2021	09:09:03	2789,34	0,50	0,49	0,50	0,50
08/11/2021	09:09:03	08/11/2021	09:09:04	2790,33	0,16	0,16	0,16	0,16
08/11/2021	09:09:04	08/11/2021	09:09:05	2791,33	0,38	0,38	0,38	0,38
08/11/2021	09:09:05	08/11/2021	09:09:06	2792,33	0,87	0,67	0,86	0,87
08/11/2021	09:09:06	08/11/2021	09:09:07	2793,34	1,14	0,86	1,14	1,14
08/11/2021	09:09:07	08/11/2021	09:09:08	2794,33	0,46	0,46	0,46	0,46
08/11/2021	09:09:08	08/11/2021	09:09:09	2795,34	0,41	0,41	0,41	0,41
08/11/2021	09:09:09	08/11/2021	09:09:10	2796,31	1,41	0,79	1,39	1,41
08/11/2021	09:09:10	08/11/2021	09:09:11	2797,31	0,47	0,45	0,47	0,47
08/11/2021	09:09:11	08/11/2021	09:09:12	2798,31	0,28	0,28	0,28	0,28
08/11/2021	09:09:12	08/11/2021	09:09:13	2799,30	0,91	0,82	0,90	0,91
08/11/2021	09:09:13	08/11/2021	09:09:14	2800,31	0,56	0,53	0,56	0,56
08/11/2021	09:09:14	08/11/2021	09:09:15	2801,30	0,47	0,45	0,47	0,47
08/11/2021	09:09:15	08/11/2021	09:09:16	2802,30	0,36	0,36	0,36	0,36
08/11/2021	09:09:16	08/11/2021	09:09:17	2803,30	0,37	0,37	0,37	0,37
08/11/2021	09:09:17	08/11/2021	09:09:18	2804,30	0,40	0,40	0,40	0,40
08/11/2021	09:09:18	08/11/2021	09:09:19	2805,30	0,49	0,46	0,49	0,49
08/11/2021	09:09:18	08/11/2021	09:09:19	2806,28	0,45	0,45	0,45	0,45
08/11/2021	09:09:19	08/11/2021	09:09:20	2807,27	0,44	0,44	0,44	0,44
08/11/2021	09:09:20	08/11/2021	09:09:21	2808,25	0,40	0,40	0,40	0,40
08/11/2021	09:09:21	08/11/2021	09:09:22	2809,25	0,45	0,45	0,45	0,45
08/11/2021	09:09:22	08/11/2021	09:09:23	2810,25	0,30	0,30	0,30	0,30
08/11/2021	09:09:23	08/11/2021	09:09:24	2811,25	37,87	0,68	1,07	22,91
08/11/2021	09:09:24	08/11/2021	09:09:25	2812,23	0,43	0,43	0,43	0,43
08/11/2021	09:09:25	08/11/2021	09:09:26	2813,25	0,37	0,37	0,37	0,37
08/11/2021	09:09:26	08/11/2021	09:09:27	2814,23	0,97	0,83	0,97	0,97
08/11/2021	09:09:27	08/11/2021	09:09:28	2815,23	0,65	0,63	0,65	0,65
08/11/2021	09:09:28	08/11/2021	09:09:29	2816,22	1,29	0,72	1,27	1,29
08/11/2021	09:09:29	08/11/2021	09:09:30	2817,22	1,29	0,88	1,28	1,29
08/11/2021	09:09:30	08/11/2021	09:09:31	2818,22	0,32	0,32	0,32	0,32
08/11/2021	09:09:31	08/11/2021	09:09:32	2819,20	0,87	0,78	0,87	0,87
08/11/2021	09:09:32	08/11/2021	09:09:33	2820,20	0,53	0,53	0,53	0,53
08/11/2021	09:09:33	08/11/2021	09:09:34	2821,20	0,57	0,55	0,57	0,57
08/11/2021	09:09:34	08/11/2021	09:09:35	2822,20	2,18	0,72	2,10	2,18
08/11/2021	09:09:35	08/11/2021	09:09:36	2823,19	0,56	0,55	0,56	0,56
08/11/2021	09:09:36	08/11/2021	09:09:37	2824,19	0,44	0,44	0,44	0,44
08/11/2021	09:09:37	08/11/2021	09:09:38	2825,19	0,59	0,59	0,59	0,59
08/11/2021	09:09:38	08/11/2021	09:09:39	2826,17	0,35	0,35	0,35	0,35
08/11/2021	09:09:39	08/11/2021	09:09:40	2827,17	0,37	0,37	0,37	0,37
08/11/2021	09:09:40	08/11/2021	09:09:41	2828,16	1,01	0,73	1,01	1,01
08/11/2021	09:09:41	08/11/2021	09:09:42	2829,16	0,38	0,38	0,38	0,38
08/11/2021	09:09:42	08/11/2021	09:09:43	2830,17	0,62	0,62	0,62	0,62
08/11/2021	09:09:43	08/11/2021	09:09:44	2831,14	1,41	0,84	1,39	1,41
08/11/2021	09:09:44	08/11/2021	09:09:45	2832,14	0,46	0,46	0,46	0,46
08/11/2021	09:09:45	08/11/2021	09:09:46	2833,12	6,21	0,91	5,52	6,21
08/11/2021	09:09:46	08/11/2021	09:09:47	2834,16	0,55	0,54	0,55	0,55
08/11/2021	09:09:47	08/11/2021	09:09:48	2835,14	0,70	0,70	0,70	0,70
08/11/2021	09:09:48	08/11/2021	09:09:49	2836,14	0,75	0,67	0,75	0,75
08/11/2021	09:09:49	08/11/2021	09:09:50	2837,12	0,47	0,47	0,47	0,47
08/11/2021	09:09:50	08/11/2021	09:09:51	2838,11	0,45	0,45	0,45	0,45
08/11/2021	09:09:51	08/11/2021	09:09:52	2839,11	0,66	0,61	0,66	0,66
08/11/2021	09:09:52	08/11/2021	09:09:53	2840,11	0,59	0,57	0,59	0,59
08/11/2021	09:09:53	08/11/2021	09:09:54	2841,09	0,29	0,29	0,29	0,29
08/11/2021	09:09:54	08/11/2021	09:09:55	2842,12	0,46	0,46	0,46	0,46
08/11/2021	09:09:55	08/11/2021	09:09:56	2843,11	2,22	0,76	2,14	2,22
08/11/2021	09:09:56	08/11/2021	09:09:57	2844,09	0,42	0,38	0,42	0,42
08/11/2021	09:09:57	08/11/2021	09:09:58	2845,08	0,58	0,54	0,58	0,58
08/11/2021	09:09:58	08/11/2021	09:09:59	2846,09	3,94	0,58	3,62	3,94
08/11/2021	09:09:59	08/11/2021	09:10:00	2847,08	0,29	0,29	0,29	0,29
08/11/2021	09:10:00	08/11/2021	09:10:01	2848,08	0,37	0,37	0,37	0,37
08/11/2021	09:10:01	08/11/2021	09:10:02	2849,06	0,36	0,36	0,36	0,36
08/11/2021	09:10:02	08/11/2021	09:10:03	2850,06	0,39	0,39	0,39	0,39
08/11/2021	09:10:03	08/11/2021	09:10:04	2851,06	0,44	0,44	0,44	0,44
08/11/2021	09:10:04	08/11/2021	09:10:05	2852,05	0,37	0,36	0,37	0,37
08/11/2021	09:10:05	08/11/2021	09:10:06	2853,06	0,51	0,51	0,51	0,51
08/11/2021	09:10:06	08/11/2021	09:10:07	2854,05	4,17	0,82	3,85	4,17
08/11/2021	09:10:07	08/11/2021	09:10:08	2855,06	0,42	0,42	0,42	0,42
08/11/2021	09:10:08	08/11/2021	09:10:09	2856,05	0,62	0,60	0,62	0,62
08/11/2021	09:10:09	08/11/2021	09:10:10	2857,03	0,48	0,48	0,48	0,48
08/11/2021	09:10:10	08/11/2021	09:10:11	2858,05	0,80	0,76	0,80	0,80
08/11/2021	09:10:11	08/11/2021	09:10:12	2859,03	0,32	0,32	0,32	0,32
08/11/2021	09:10:12	08/11/2021	09:10:13	2860,03	4,22	0,57	3,86	4,22
08/11/2021	09:10:13	08/11/2021	09:10:14	2861,02	1,71	0,71	1,67	1,71
08/11/2021	09:10:14	08/11/2021	09:10:15	2862,02	0,49	0,49	0,49	0,49
08/11/2021	09:10:15	08/11/2021	09:10:16	2862,98	0,28	0,28	0,28	0,28
08/11/2021	09:10:16	08/11/2021	09:10:17	2864,00	0,40	0,40	0,40	0,40
