*
08/11/2021 08:22:32 ___ 08/11/2021 11:13:51
1 file(s)
9999  intervals of 1 s 
date beginning	time beginning	date end	time end	relative time [s]	PMtotal_classic - 	PM1_classic - 	PM2.5_classic - 	PM4_classic - 	
08/11/2021	09:46:35	08/11/2021	09:46:36	5043,22	1,26	1,24	1,26	1,26
08/11/2021	09:46:36	08/11/2021	09:46:37	5044,20	0,65	0,65	0,65	0,65
08/11/2021	09:46:37	08/11/2021	09:46:38	5045,20	0,59	0,59	0,59	0,59
08/11/2021	09:46:38	08/11/2021	09:46:39	5046,19	4,61	1,01	4,25	4,61
08/11/2021	09:46:39	08/11/2021	09:46:40	5047,19	1,17	1,16	1,17	1,17
08/11/2021	09:46:40	08/11/2021	09:46:41	5048,17	0,95	0,95	0,95	0,95
08/11/2021	09:46:41	08/11/2021	09:46:42	5049,19	1,08	1,08	1,08	1,08
08/11/2021	09:46:42	08/11/2021	09:46:43	5050,17	1,75	0,94	1,72	1,75
08/11/2021	09:46:43	08/11/2021	09:46:44	5051,16	0,59	0,59	0,59	0,59
08/11/2021	09:46:44	08/11/2021	09:46:45	5052,16	2,62	1,16	2,54	2,62
08/11/2021	09:46:45	08/11/2021	09:46:46	5053,14	0,63	0,63	0,63	0,63
08/11/2021	09:46:46	08/11/2021	09:46:47	5054,16	0,90	0,88	0,90	0,90
08/11/2021	09:46:47	08/11/2021	09:46:48	5055,16	0,88	0,88	0,88	0,88
08/11/2021	09:46:48	08/11/2021	09:46:49	5056,16	1,34	0,95	1,34	1,34
08/11/2021	09:46:49	08/11/2021	09:46:50	5057,14	1,66	1,27	1,66	1,66
08/11/2021	09:46:50	08/11/2021	09:46:51	5058,14	0,61	0,61	0,61	0,61
08/11/2021	09:46:51	08/11/2021	09:46:52	5059,12	0,70	0,70	0,70	0,70
08/11/2021	09:46:52	08/11/2021	09:46:53	5060,12	0,79	0,78	0,79	0,79
08/11/2021	09:46:53	08/11/2021	09:46:54	5061,12	0,63	0,63	0,63	0,63
08/11/2021	09:46:54	08/11/2021	09:46:55	5062,11	0,90	0,87	0,90	0,90
08/11/2021	09:46:55	08/11/2021	09:46:56	5063,11	0,50	0,50	0,50	0,50
08/11/2021	09:46:56	08/11/2021	09:46:57	5064,11	1,68	1,27	1,67	1,68
08/11/2021	09:46:57	08/11/2021	09:46:58	5065,11	4,48	1,79	4,34	4,48
08/11/2021	09:46:58	08/11/2021	09:46:59	5066,09	2,81	1,59	2,76	2,81
08/11/2021	09:46:59	08/11/2021	09:47:00	5067,08	0,62	0,62	0,62	0,62
08/11/2021	09:47:00	08/11/2021	09:47:01	5068,08	1,32	1,12	1,31	1,32
08/11/2021	09:47:01	08/11/2021	09:47:02	5069,08	3,74	1,31	3,55	3,74
08/11/2021	09:47:02	08/11/2021	09:47:03	5070,08	0,90	0,90	0,90	0,90
08/11/2021	09:47:03	08/11/2021	09:47:04	5071,08	0,90	0,89	0,90	0,90
08/11/2021	09:47:04	08/11/2021	09:47:05	5072,06	3,65	0,69	3,38	3,65
08/11/2021	09:47:05	08/11/2021	09:47:06	5073,06	0,84	0,84	0,84	0,84
08/11/2021	09:47:06	08/11/2021	09:47:07	5074,06	0,99	0,99	0,99	0,99
08/11/2021	09:47:07	08/11/2021	09:47:08	5075,06	2,94	1,03	2,80	2,94
08/11/2021	09:47:08	08/11/2021	09:47:09	5076,06	1,39	1,11	1,39	1,39
08/11/2021	09:47:09	08/11/2021	09:47:10	5077,03	1,33	1,05	1,33	1,33
08/11/2021	09:47:10	08/11/2021	09:47:11	5078,03	0,59	0,59	0,59	0,59
08/11/2021	09:47:11	08/11/2021	09:47:12	5079,05	0,76	0,75	0,76	0,76
08/11/2021	09:47:12	08/11/2021	09:47:13	5080,03	0,89	0,86	0,89	0,89
08/11/2021	09:47:13	08/11/2021	09:47:14	5081,02	0,53	0,53	0,53	0,53
08/11/2021	09:47:14	08/11/2021	09:47:15	5082,03	0,55	0,55	0,55	0,55
08/11/2021	09:47:15	08/11/2021	09:47:16	5083,02	2,08	1,62	2,07	2,08
08/11/2021	09:47:16	08/11/2021	09:47:17	5084,03	0,76	0,70	0,76	0,76
08/11/2021	09:47:17	08/11/2021	09:47:18	5085,02	0,76	0,76	0,76	0,76
08/11/2021	09:47:18	08/11/2021	09:47:19	5086,00	0,87	0,87	0,87	0,87
08/11/2021	09:47:19	08/11/2021	09:47:20	5087,00	1,57	0,77	1,55	1,57
08/11/2021	09:47:20	08/11/2021	09:47:21	5087,98	0,67	0,67	0,67	0,67
08/11/2021	09:47:21	08/11/2021	09:47:22	5088,98	2,39	1,20	2,35	2,39
08/11/2021	09:47:22	08/11/2021	09:47:23	5089,98	1,18	1,16	1,18	1,18
08/11/2021	09:47:23	08/11/2021	09:47:24	5090,98	0,93	0,92	0,93	0,93
08/11/2021	09:47:24	08/11/2021	09:47:25	5091,98	0,70	0,70	0,70	0,70
08/11/2021	09:47:25	08/11/2021	09:47:26	5092,97	6,92	1,19	6,41	6,92
08/11/2021	09:47:26	08/11/2021	09:47:27	5093,97	3,87	1,09	3,67	3,87
08/11/2021	09:47:27	08/11/2021	09:47:28	5094,95	0,77	0,76	0,77	0,77
08/11/2021	09:47:28	08/11/2021	09:47:29	5095,97	0,61	0,61	0,61	0,61
08/11/2021	09:47:29	08/11/2021	09:47:30	5096,94	0,80	0,80	0,80	0,80
08/11/2021	09:47:30	08/11/2021	09:47:31	5097,94	2,45	1,20	2,39	2,45
08/11/2021	09:47:31	08/11/2021	09:47:32	5098,94	1,12	1,10	1,12	1,12
08/11/2021	09:47:32	08/11/2021	09:47:33	5099,94	1,20	1,13	1,20	1,20
08/11/2021	09:47:33	08/11/2021	09:47:34	5100,94	2,09	1,48	2,07	2,09
08/11/2021	09:47:34	08/11/2021	09:47:35	5101,94	0,78	0,78	0,78	0,78
08/11/2021	09:47:35	08/11/2021	09:47:36	5102,92	0,68	0,68	0,68	0,68
08/11/2021	09:47:36	08/11/2021	09:47:37	5103,92	0,58	0,58	0,58	0,58
08/11/2021	09:47:37	08/11/2021	09:47:38	5104,92	0,55	0,55	0,55	0,55
08/11/2021	09:47:38	08/11/2021	09:47:39	5105,92	1,00	0,98	1,00	1,00
08/11/2021	09:47:39	08/11/2021	09:47:40	5106,92	0,65	0,65	0,65	0,65
08/11/2021	09:47:40	08/11/2021	09:47:41	5107,91	0,92	0,89	0,92	0,92
08/11/2021	09:47:41	08/11/2021	09:47:42	5108,91	0,62	0,62	0,62	0,62
08/11/2021	09:47:42	08/11/2021	09:47:43	5109,91	0,82	0,82	0,82	0,82
08/11/2021	09:47:43	08/11/2021	09:47:44	5110,91	2,59	1,13	2,51	2,59
08/11/2021	09:47:44	08/11/2021	09:47:45	5111,89	0,62	0,62	0,62	0,62
08/11/2021	09:47:45	08/11/2021	09:47:46	5112,87	0,88	0,88	0,88	0,88
08/11/2021	09:47:46	08/11/2021	09:47:47	5113,87	0,69	0,68	0,69	0,69
08/11/2021	09:47:47	08/11/2021	09:47:48	5114,87	5,72	0,42	4,99	5,72
08/11/2021	09:47:48	08/11/2021	09:47:49	5115,87	0,85	0,83	0,85	0,85
08/11/2021	09:47:49	08/11/2021	09:47:50	5116,86	2,27	1,13	2,22	2,27
08/11/2021	09:47:50	08/11/2021	09:47:51	5117,86	0,68	0,68	0,68	0,68
08/11/2021	09:47:51	08/11/2021	09:47:52	5118,84	1,03	0,94	1,03	1,03
08/11/2021	09:47:52	08/11/2021	09:47:53	5119,84	2,72	1,22	2,64	2,72
08/11/2021	09:47:53	08/11/2021	09:47:54	5120,86	0,89	0,85	0,89	0,89
08/11/2021	09:47:54	08/11/2021	09:47:55	5121,84	6,06	0,85	5,37	6,06
08/11/2021	09:47:55	08/11/2021	09:47:56	5122,83	0,44	0,44	0,44	0,44
08/11/2021	09:47:56	08/11/2021	09:47:57	5123,83	1,50	0,88	1,48	1,50
08/11/2021	09:47:57	08/11/2021	09:47:58	5124,84	0,97	0,92	0,97	0,97
08/11/2021	09:47:58	08/11/2021	09:47:59	5125,83	2,45	1,41	2,41	2,45
08/11/2021	09:47:59	08/11/2021	09:48:00	5126,81	0,67	0,66	0,67	0,67
08/11/2021	09:48:00	08/11/2021	09:48:01	5127,80	0,69	0,69	0,69	0,69
08/11/2021	09:48:01	08/11/2021	09:48:02	5128,81	0,84	0,81	0,84	0,84
08/11/2021	09:48:02	08/11/2021	09:48:03	5129,80	0,76	0,76	0,76	0,76
08/11/2021	09:48:03	08/11/2021	09:48:04	5130,78	3,42	1,03	3,22	3,42
08/11/2021	09:48:04	08/11/2021	09:48:05	5131,80	0,56	0,56	0,56	0,56
08/11/2021	09:48:05	08/11/2021	09:48:06	5132,78	1,14	1,06	1,14	1,14
08/11/2021	09:48:06	08/11/2021	09:48:07	5133,77	0,73	0,73	0,73	0,73
08/11/2021	09:48:07	08/11/2021	09:48:08	5134,78	0,39	0,39	0,39	0,39
08/11/2021	09:48:08	08/11/2021	09:48:09	5135,78	1,70	1,41	1,69	1,70
08/11/2021	09:48:09	08/11/2021	09:48:10	5136,78	0,62	0,62	0,62	0,62
08/11/2021	09:48:10	08/11/2021	09:48:11	5137,77	0,95	0,95	0,95	0,95
08/11/2021	09:48:11	08/11/2021	09:48:12	5138,75	1,01	0,92	1,01	1,01
08/11/2021	09:48:12	08/11/2021	09:48:13	5139,77	2,86	0,95	2,72	2,86
08/11/2021	09:48:13	08/11/2021	09:48:14	5140,77	0,55	0,55	0,55	0,55
08/11/2021	09:48:14	08/11/2021	09:48:15	5141,73	0,58	0,58	0,58	0,58
08/11/2021	09:48:15	08/11/2021	09:48:16	5142,73	0,71	0,71	0,71	0,71
08/11/2021	09:48:16	08/11/2021	09:48:17	5143,75	0,64	0,64	0,64	0,64
08/11/2021	09:48:17	08/11/2021	09:48:18	5144,72	0,42	0,42	0,42	0,42
08/11/2021	09:48:18	08/11/2021	09:48:19	5145,70	0,56	0,56	0,56	0,56
08/11/2021	09:48:19	08/11/2021	09:48:20	5146,73	1,18	1,01	1,18	1,18
08/11/2021	09:48:20	08/11/2021	09:48:21	5147,72	0,77	0,74	0,77	0,77
08/11/2021	09:48:21	08/11/2021	09:48:22	5148,72	0,56	0,56	0,56	0,56
08/11/2021	09:48:22	08/11/2021	09:48:23	5149,70	2,21	1,12	2,17	2,21
08/11/2021	09:48:23	08/11/2021	09:48:24	5150,70	0,37	0,37	0,37	0,37
08/11/2021	09:48:24	08/11/2021	09:48:25	5151,70	0,59	0,59	0,59	0,59
08/11/2021	09:48:25	08/11/2021	09:48:26	5152,69	0,56	0,56	0,56	0,56
08/11/2021	09:48:26	08/11/2021	09:48:27	5153,67	1,35	0,96	1,35	1,35
08/11/2021	09:48:27	08/11/2021	09:48:28	5154,67	0,48	0,48	0,48	0,48
08/11/2021	09:48:28	08/11/2021	09:48:29	5155,69	0,55	0,55	0,55	0,55
08/11/2021	09:48:29	08/11/2021	09:48:30	5156,67	2,10	0,64	2,01	2,10
08/11/2021	09:48:30	08/11/2021	09:48:31	5157,66	0,70	0,70	0,70	0,70
08/11/2021	09:48:31	08/11/2021	09:48:32	5158,69	0,74	0,72	0,74	0,74
08/11/2021	09:48:32	08/11/2021	09:48:33	5159,66	3,69	1,11	3,48	3,69
08/11/2021	09:48:33	08/11/2021	09:48:34	5160,66	0,92	0,83	0,92	0,92
08/11/2021	09:48:34	08/11/2021	09:48:35	5161,66	1,12	1,04	1,12	1,12
08/11/2021	09:48:35	08/11/2021	09:48:36	5162,66	1,78	1,46	1,77	1,78
08/11/2021	09:48:36	08/11/2021	09:48:37	5163,64	1,22	0,93	1,22	1,22
08/11/2021	09:48:37	08/11/2021	09:48:38	5164,66	7,40	1,02	6,78	7,40
08/11/2021	09:48:38	08/11/2021	09:48:39	5165,64	1,83	1,12	1,82	1,83
08/11/2021	09:48:39	08/11/2021	09:48:40	5166,64	0,56	0,56	0,56	0,56
08/11/2021	09:48:40	08/11/2021	09:48:41	5167,64	0,63	0,63	0,63	0,63
08/11/2021	09:48:41	08/11/2021	09:48:42	5168,64	0,93	0,93	0,93	0,93
08/11/2021	09:48:42	08/11/2021	09:48:43	5169,64	1,21	1,18	1,21	1,21
08/11/2021	09:48:43	08/11/2021	09:48:44	5170,62	4,86	1,07	4,50	4,86
08/11/2021	09:48:44	08/11/2021	09:48:45	5171,62	1,72	1,25	1,72	1,72
08/11/2021	09:48:45	08/11/2021	09:48:46	5172,62	0,99	0,96	0,99	0,99
08/11/2021	09:48:46	08/11/2021	09:48:47	5173,62	0,38	0,38	0,38	0,38
08/11/2021	09:48:47	08/11/2021	09:48:48	5174,62	0,50	0,50	0,50	0,50
08/11/2021	09:48:48	08/11/2021	09:48:49	5175,61	0,97	0,95	0,97	0,97
08/11/2021	09:48:49	08/11/2021	09:48:50	5176,59	4,99	0,69	4,51	4,99
08/11/2021	09:48:50	08/11/2021	09:48:51	5177,59	0,66	0,66	0,66	0,66
08/11/2021	09:48:51	08/11/2021	09:48:52	5178,58	0,52	0,51	0,52	0,52
08/11/2021	09:48:52	08/11/2021	09:48:53	5179,58	1,07	0,94	1,07	1,07
08/11/2021	09:48:53	08/11/2021	09:48:54	5180,56	9,96	0,76	6,29	9,63
08/11/2021	09:48:54	08/11/2021	09:48:55	5181,58	4,09	1,31	3,90	4,09
08/11/2021	09:48:55	08/11/2021	09:48:56	5182,56	0,57	0,57	0,57	0,57
08/11/2021	09:48:56	08/11/2021	09:48:57	5183,55	0,66	0,65	0,66	0,66
08/11/2021	09:48:57	08/11/2021	09:48:58	5184,56	1,18	0,98	1,17	1,18
08/11/2021	09:48:58	08/11/2021	09:48:59	5185,55	0,84	0,83	0,84	0,84
08/11/2021	09:48:59	08/11/2021	09:49:00	5186,53	0,82	0,82	0,82	0,82
08/11/2021	09:49:00	08/11/2021	09:49:01	5187,53	0,72	0,71	0,72	0,72
08/11/2021	09:49:01	08/11/2021	09:49:02	5188,53	0,68	0,68	0,68	0,68
08/11/2021	09:49:02	08/11/2021	09:49:03	5189,53	0,66	0,66	0,66	0,66
08/11/2021	09:49:03	08/11/2021	09:49:04	5190,53	2,20	1,09	2,15	2,20
08/11/2021	09:49:04	08/11/2021	09:49:05	5191,52	7,12	0,54	5,69	7,05
08/11/2021	09:49:05	08/11/2021	09:49:06	5192,52	1,05	0,93	1,05	1,05
08/11/2021	09:49:06	08/11/2021	09:49:07	5193,52	2,53	1,76	2,51	2,53
08/11/2021	09:49:07	08/11/2021	09:49:08	5194,50	0,71	0,70	0,71	0,71
08/11/2021	09:49:08	08/11/2021	09:49:09	5195,50	1,85	0,85	1,81	1,85
08/11/2021	09:49:09	08/11/2021	09:49:10	5196,52	0,74	0,74	0,74	0,74
08/11/2021	09:49:10	08/11/2021	09:49:11	5197,50	0,79	0,79	0,79	0,79
08/11/2021	09:49:11	08/11/2021	09:49:12	5198,48	0,50	0,50	0,50	0,50
08/11/2021	09:49:12	08/11/2021	09:49:13	5199,48	0,73	0,71	0,73	0,73
08/11/2021	09:49:13	08/11/2021	09:49:14	5200,48	0,67	0,67	0,67	0,67
08/11/2021	09:49:14	08/11/2021	09:49:15	5201,47	0,65	0,62	0,65	0,65
08/11/2021	09:49:15	08/11/2021	09:49:16	5202,47	1,07	0,79	1,06	1,07
08/11/2021	09:49:16	08/11/2021	09:49:17	5203,47	0,47	0,47	0,47	0,47
08/11/2021	09:49:17	08/11/2021	09:49:18	5204,47	0,76	0,76	0,76	0,76
08/11/2021	09:49:18	08/11/2021	09:49:19	5205,45	1,00	0,97	1,00	1,00
08/11/2021	09:49:19	08/11/2021	09:49:20	5206,45	0,46	0,46	0,46	0,46
08/11/2021	09:49:20	08/11/2021	09:49:21	5207,45	0,61	0,61	0,61	0,61
08/11/2021	09:49:21	08/11/2021	09:49:22	5208,45	12,56	0,99	7,93	12,13
08/11/2021	09:49:22	08/11/2021	09:49:23	5209,44	0,40	0,40	0,40	0,40
08/11/2021	09:49:23	08/11/2021	09:49:24	5210,44	1,01	0,98	1,01	1,01
08/11/2021	09:49:24	08/11/2021	09:49:25	5211,44	4,17	1,45	3,96	4,17
08/11/2021	09:49:25	08/11/2021	09:49:26	5212,42	0,77	0,76	0,77	0,77
08/11/2021	09:49:26	08/11/2021	09:49:27	5213,42	0,67	0,66	0,67	0,67
08/11/2021	09:49:27	08/11/2021	09:49:28	5214,41	1,05	0,86	1,05	1,05
08/11/2021	09:49:28	08/11/2021	09:49:29	5215,41	1,57	1,21	1,57	1,57
08/11/2021	09:49:29	08/11/2021	09:49:30	5216,41	1,13	0,98	1,13	1,13
08/11/2021	09:49:30	08/11/2021	09:49:31	5217,41	1,01	0,88	1,01	1,01
08/11/2021	09:49:31	08/11/2021	09:49:32	5218,37	2,34	0,88	2,25	2,34
08/11/2021	09:49:32	08/11/2021	09:49:33	5219,37	0,74	0,74	0,74	0,74
08/11/2021	09:49:33	08/11/2021	09:49:34	5220,37	0,73	0,73	0,73	0,73
08/11/2021	09:49:34	08/11/2021	09:49:35	5221,37	0,82	0,81	0,82	0,82
08/11/2021	09:49:35	08/11/2021	09:49:36	5222,36	0,43	0,43	0,43	0,43
08/11/2021	09:49:36	08/11/2021	09:49:37	5223,36	6,01	1,29	5,65	6,01
08/11/2021	09:49:37	08/11/2021	09:49:38	5224,36	1,22	0,94	1,22	1,22
08/11/2021	09:49:38	08/11/2021	09:49:39	5225,36	1,01	1,01	1,01	1,01
08/11/2021	09:49:39	08/11/2021	09:49:40	5226,34	0,98	0,98	0,98	0,98
08/11/2021	09:49:40	08/11/2021	09:49:41	5227,33	0,56	0,56	0,56	0,56
08/11/2021	09:49:41	08/11/2021	09:49:42	5228,34	0,71	0,71	0,71	0,71
08/11/2021	09:49:42	08/11/2021	09:49:43	5229,36	1,64	1,07	1,62	1,64
08/11/2021	09:49:43	08/11/2021	09:49:44	5230,34	0,55	0,55	0,55	0,55
08/11/2021	09:49:44	08/11/2021	09:49:45	5231,33	0,55	0,55	0,55	0,55
08/11/2021	09:49:45	08/11/2021	09:49:46	5232,34	1,17	1,08	1,17	1,17
08/11/2021	09:49:46	08/11/2021	09:49:47	5233,33	0,79	0,79	0,79	0,79
08/11/2021	09:49:47	08/11/2021	09:49:48	5234,33	0,92	0,92	0,92	0,92
08/11/2021	09:49:48	08/11/2021	09:49:49	5235,33	1,16	0,99	1,16	1,16
08/11/2021	09:49:49	08/11/2021	09:49:50	5236,31	0,76	0,70	0,76	0,76
08/11/2021	09:49:50	08/11/2021	09:49:51	5237,31	0,62	0,62	0,62	0,62
08/11/2021	09:49:51	08/11/2021	09:49:52	5238,31	0,51	0,51	0,51	0,51
08/11/2021	09:49:52	08/11/2021	09:49:53	5239,30	0,43	0,43	0,43	0,43
08/11/2021	09:49:53	08/11/2021	09:49:54	5240,31	1,07	0,93	1,06	1,07
08/11/2021	09:49:53	08/11/2021	09:49:54	5241,28	0,99	0,97	0,99	0,99
08/11/2021	09:49:55	08/11/2021	09:49:56	5242,30	0,37	0,37	0,37	0,37
08/11/2021	09:49:55	08/11/2021	09:49:56	5243,28	0,57	0,57	0,57	0,57
08/11/2021	09:49:56	08/11/2021	09:49:57	5244,28	1,62	1,23	1,62	1,62
08/11/2021	09:49:57	08/11/2021	09:49:58	5245,27	0,70	0,70	0,70	0,70
08/11/2021	09:49:58	08/11/2021	09:49:59	5246,28	0,83	0,83	0,83	0,83
08/11/2021	09:49:59	08/11/2021	09:50:00	5247,27	2,52	1,01	2,47	2,52
08/11/2021	09:50:00	08/11/2021	09:50:01	5248,27	0,92	0,91	0,92	0,92
08/11/2021	09:50:01	08/11/2021	09:50:02	5249,25	0,35	0,35	0,35	0,35
08/11/2021	09:50:02	08/11/2021	09:50:03	5250,23	0,69	0,69	0,69	0,69
08/11/2021	09:50:03	08/11/2021	09:50:04	5251,25	0,48	0,48	0,48	0,48
08/11/2021	09:50:04	08/11/2021	09:50:05	5252,23	1,09	1,05	1,09	1,09
08/11/2021	09:50:05	08/11/2021	09:50:06	5253,23	2,58	1,21	2,54	2,58
08/11/2021	09:50:06	08/11/2021	09:50:07	5254,23	0,62	0,62	0,62	0,62
08/11/2021	09:50:07	08/11/2021	09:50:08	5255,23	0,47	0,47	0,47	0,47
08/11/2021	09:50:08	08/11/2021	09:50:09	5256,20	2,73	0,81	2,59	2,73
08/11/2021	09:50:09	08/11/2021	09:50:10	5257,22	0,67	0,67	0,67	0,67
08/11/2021	09:50:10	08/11/2021	09:50:11	5258,20	1,20	1,01	1,20	1,20
08/11/2021	09:50:11	08/11/2021	09:50:12	5259,20	1,24	1,11	1,23	1,24
08/11/2021	09:50:12	08/11/2021	09:50:13	5260,20	0,83	0,83	0,83	0,83
08/11/2021	09:50:13	08/11/2021	09:50:14	5261,20	0,74	0,74	0,74	0,74
08/11/2021	09:50:14	08/11/2021	09:50:15	5262,20	5,84	0,54	5,11	5,84
08/11/2021	09:50:15	08/11/2021	09:50:16	5263,19	0,70	0,68	0,70	0,70
08/11/2021	09:50:16	08/11/2021	09:50:17	5264,19	0,30	0,30	0,30	0,30
08/11/2021	09:50:17	08/11/2021	09:50:18	5265,20	0,77	0,75	0,77	0,77
08/11/2021	09:50:18	08/11/2021	09:50:19	5266,16	0,54	0,54	0,54	0,54
08/11/2021	09:50:19	08/11/2021	09:50:20	5267,17	6,04	0,73	5,31	6,04
08/11/2021	09:50:20	08/11/2021	09:50:21	5268,17	0,51	0,51	0,51	0,51
08/11/2021	09:50:21	08/11/2021	09:50:22	5269,17	0,62	0,61	0,62	0,62
08/11/2021	09:50:22	08/11/2021	09:50:23	5270,16	0,43	0,43	0,43	0,43
08/11/2021	09:50:23	08/11/2021	09:50:24	5271,16	1,10	1,06	1,10	1,10
08/11/2021	09:50:24	08/11/2021	09:50:25	5272,16	0,68	0,68	0,68	0,68
08/11/2021	09:50:25	08/11/2021	09:50:26	5273,16	1,21	0,94	1,21	1,21
08/11/2021	09:50:26	08/11/2021	09:50:27	5274,14	4,36	1,20	4,13	4,36
08/11/2021	09:50:27	08/11/2021	09:50:28	5275,14	0,54	0,54	0,54	0,54
08/11/2021	09:50:28	08/11/2021	09:50:29	5276,14	4,88	0,61	4,40	4,88
08/11/2021	09:50:29	08/11/2021	09:50:30	5277,14	0,59	0,59	0,59	0,59
08/11/2021	09:50:30	08/11/2021	09:50:31	5278,14	0,72	0,72	0,72	0,72
08/11/2021	09:50:31	08/11/2021	09:50:32	5279,11	0,44	0,44	0,44	0,44
08/11/2021	09:50:32	08/11/2021	09:50:33	5280,11	0,72	0,68	0,72	0,72
08/11/2021	09:50:33	08/11/2021	09:50:34	5281,11	5,93	0,77	5,24	5,93
08/11/2021	09:50:34	08/11/2021	09:50:35	5282,11	0,53	0,53	0,53	0,53
08/11/2021	09:50:35	08/11/2021	09:50:36	5283,09	0,63	0,61	0,63	0,63
08/11/2021	09:50:36	08/11/2021	09:50:37	5284,11	1,27	0,99	1,27	1,27
08/11/2021	09:50:37	08/11/2021	09:50:38	5285,09	0,41	0,41	0,41	0,41
08/11/2021	09:50:38	08/11/2021	09:50:39	5286,09	0,49	0,49	0,49	0,49
08/11/2021	09:50:39	08/11/2021	09:50:40	5287,09	4,30	0,95	3,98	4,30
08/11/2021	09:50:40	08/11/2021	09:50:41	5288,08	0,31	0,31	0,31	0,31
08/11/2021	09:50:41	08/11/2021	09:50:42	5289,08	4,22	0,62	3,86	4,22
08/11/2021	09:50:42	08/11/2021	09:50:43	5290,06	0,73	0,73	0,73	0,73
08/11/2021	09:50:43	08/11/2021	09:50:44	5291,06	0,57	0,53	0,57	0,57
08/11/2021	09:50:44	08/11/2021	09:50:45	5292,06	0,60	0,60	0,60	0,60
08/11/2021	09:50:45	08/11/2021	09:50:46	5293,06	0,41	0,41	0,41	0,41
08/11/2021	09:50:46	08/11/2021	09:50:47	5294,05	0,62	0,62	0,62	0,62
08/11/2021	09:50:47	08/11/2021	09:50:48	5295,05	0,79	0,73	0,79	0,79
08/11/2021	09:50:48	08/11/2021	09:50:49	5296,14	0,49	0,49	0,49	0,49
08/11/2021	09:50:49	08/11/2021	09:50:50	5297,14	0,57	0,56	0,57	0,57
08/11/2021	09:50:50	08/11/2021	09:50:51	5298,12	4,31	1,26	4,05	4,31
08/11/2021	09:50:51	08/11/2021	09:50:52	5299,12	1,09	1,05	1,09	1,09
08/11/2021	09:50:52	08/11/2021	09:50:53	5300,12	0,32	0,32	0,32	0,32
08/11/2021	09:50:53	08/11/2021	09:50:54	5301,12	0,31	0,31	0,31	0,31
08/11/2021	09:50:54	08/11/2021	09:50:55	5302,11	1,14	0,95	1,14	1,14
08/11/2021	09:50:55	08/11/2021	09:50:56	5303,11	2,11	1,25	2,08	2,11
08/11/2021	09:50:56	08/11/2021	09:50:57	5304,11	0,79	0,78	0,79	0,79
08/11/2021	09:50:57	08/11/2021	09:50:58	5305,09	0,35	0,35	0,35	0,35
08/11/2021	09:50:58	08/11/2021	09:50:59	5306,09	1,58	1,19	1,57	1,58
08/11/2021	09:50:59	08/11/2021	09:51:00	5307,09	0,43	0,43	0,43	0,43
08/11/2021	09:51:00	08/11/2021	09:51:01	5308,08	1,26	0,98	1,26	1,26
08/11/2021	09:51:01	08/11/2021	09:51:02	5309,08	1,83	1,41	1,83	1,83
08/11/2021	09:51:02	08/11/2021	09:51:03	5310,08	1,41	0,78	1,39	1,41
08/11/2021	09:51:03	08/11/2021	09:51:04	5311,06	0,44	0,44	0,44	0,44
08/11/2021	09:51:04	08/11/2021	09:51:05	5312,06	0,57	0,57	0,57	0,57
08/11/2021	09:51:05	08/11/2021	09:51:06	5313,06	0,46	0,46	0,46	0,46
08/11/2021	09:51:06	08/11/2021	09:51:07	5314,05	1,43	1,22	1,43	1,43
08/11/2021	09:51:07	08/11/2021	09:51:08	5315,06	0,61	0,61	0,61	0,61
08/11/2021	09:51:08	08/11/2021	09:51:09	5316,03	0,77	0,76	0,77	0,77
08/11/2021	09:51:09	08/11/2021	09:51:10	5317,05	0,82	0,80	0,82	0,82
08/11/2021	09:51:10	08/11/2021	09:51:11	5318,05	0,77	0,77	0,77	0,77
08/11/2021	09:51:11	08/11/2021	09:51:12	5319,05	0,65	0,64	0,65	0,65
08/11/2021	09:51:12	08/11/2021	09:51:13	5320,03	0,49	0,49	0,49	0,49
08/11/2021	09:51:13	08/11/2021	09:51:14	5321,05	6,20	0,57	5,30	6,19
08/11/2021	09:51:14	08/11/2021	09:51:15	5322,03	0,37	0,37	0,37	0,37
08/11/2021	09:51:15	08/11/2021	09:51:16	5323,03	0,79	0,79	0,79	0,79
08/11/2021	09:51:16	08/11/2021	09:51:17	5324,03	5,76	1,00	5,38	5,76
08/11/2021	09:51:17	08/11/2021	09:51:18	5325,03	0,49	0,49	0,49	0,49
08/11/2021	09:51:18	08/11/2021	09:51:19	5326,03	0,48	0,48	0,48	0,48
08/11/2021	09:51:19	08/11/2021	09:51:20	5327,00	1,07	0,98	1,07	1,07
08/11/2021	09:51:20	08/11/2021	09:51:21	5328,03	1,02	0,92	1,02	1,02
08/11/2021	09:51:21	08/11/2021	09:51:22	5328,98	2,09	1,44	2,07	2,09
08/11/2021	09:51:22	08/11/2021	09:51:23	5329,98	2,82	1,52	2,77	2,82
08/11/2021	09:51:23	08/11/2021	09:51:24	5330,98	10,74	0,62	6,19	10,31
08/11/2021	09:51:24	08/11/2021	09:51:25	5331,97	4,20	0,84	3,88	4,20
08/11/2021	09:51:25	08/11/2021	09:51:26	5332,97	0,86	0,86	0,86	0,86
08/11/2021	09:51:26	08/11/2021	09:51:27	5333,97	1,59	1,23	1,59	1,59
08/11/2021	09:51:27	08/11/2021	09:51:28	5334,94	0,91	0,79	0,91	0,91
08/11/2021	09:51:28	08/11/2021	09:51:29	5335,97	3,26	0,72	3,05	3,26
