time,latitude,longitude,altitude,name
2022-01-25 09:41:11+00:00,47.26140901912004,-1.5913054905831814,74.0,
2022-01-25 09:41:12+00:00,47.261412497609854,-1.5913208294659853,73.0,
2022-01-25 09:41:13+00:00,47.261420879513025,-1.5913334023207426,73.0,
2022-01-25 09:41:14+00:00,47.26142880041152,-1.5913507528603077,72.0,
2022-01-25 09:41:15+00:00,47.261431608349085,-1.591365085914731,72.0,
2022-01-25 09:41:16+00:00,47.261433829553425,-1.5913847833871841,72.0,
2022-01-25 09:41:17+00:00,47.26144003216177,-1.5914072468876839,72.0,
2022-01-25 09:41:18+00:00,47.26144170854241,-1.5914240945130587,72.0,
2022-01-25 09:41:19+00:00,47.26144568994641,-1.5914382599294186,72.0,
2022-01-25 09:41:20+00:00,47.26145151536912,-1.5914465580135584,72.0,
2022-01-25 09:41:21+00:00,47.26146031636745,-1.5914622321724892,72.0,
2022-01-25 09:41:22+00:00,47.26146857254207,-1.5914771519601345,72.0,
2022-01-25 09:41:23+00:00,47.2614765772596,-1.5914898924529552,72.0,
2022-01-25 09:41:24+00:00,47.26148156449199,-1.5915052313357592,72.0,
2022-01-25 09:41:25+00:00,47.26148650981486,-1.5915287006646395,73.0,
2022-01-25 09:41:26+00:00,47.26149644237012,-1.5915482304990292,72.0,
2022-01-25 09:41:27+00:00,47.26150645874441,-1.5915691014379263,72.0,
2022-01-25 09:41:28+00:00,47.26151220034808,-1.5915848594158888,72.0,
2022-01-25 09:41:29+00:00,47.26152058225125,-1.5915991924703121,72.0,
2022-01-25 09:41:30+00:00,47.26152674295008,-1.5916169621050358,72.0,
2022-01-25 09:41:31+00:00,47.26153252646327,-1.591633977368474,72.0,
2022-01-25 09:41:32+00:00,47.261535418219864,-1.5916527528315783,71.0,
2022-01-25 09:41:33+00:00,47.261543800123036,-1.5916664153337479,71.0,
2022-01-25 09:41:34+00:00,47.261548996903,-1.5916832629591227,71.0,
2022-01-25 09:41:35+00:00,47.26155172102153,-1.5916995238512754,71.0,
2022-01-25 09:41:36+00:00,47.261550296097994,-1.5917187184095383,70.0,
2022-01-25 09:41:37+00:00,47.26155385840684,-1.5917384158819914,70.0,
2022-01-25 09:41:38+00:00,47.26155658252537,-1.591756772249937,70.0,
2022-01-25 09:41:39+00:00,47.26155934855342,-1.5917761344462633,70.0,
2022-01-25 09:41:40+00:00,47.2615621984005,-1.5917913056910038,71.0,
2022-01-25 09:41:41+00:00,47.261557378806174,-1.5918060578405857,71.0,
2022-01-25 09:41:42+00:00,47.26156014483422,-1.5918206423521042,71.0,
2022-01-25 09:41:43+00:00,47.261568610556424,-1.5918391663581133,71.0,Station service
2022-01-25 09:41:44+00:00,47.26157317869365,-1.5918552596122026,70.0,
2022-01-25 09:41:45+00:00,47.26157866884023,-1.5918745379894972,70.0,
2022-01-25 09:41:46+00:00,47.26158642210066,-1.591889625415206,71.0,
2022-01-25 09:41:47+00:00,47.261593379080296,-1.5919141843914986,71.0,
2022-01-25 09:41:48+00:00,47.26160029415041,-1.5919277630746365,72.0,
2022-01-25 09:41:49+00:00,47.261608676053584,-1.5919444430619478,72.0,
2022-01-25 09:41:50+00:00,47.26161529775709,-1.591957937926054,72.0,
2022-01-25 09:41:51+00:00,47.26162082981318,-1.5919708460569382,72.0,
2022-01-25 09:41:52+00:00,47.26162631995976,-1.5919817425310612,72.0,
2022-01-25 09:41:53+00:00,47.26163453422487,-1.591997416689992,72.0,
2022-01-25 09:41:54+00:00,47.26163893472403,-1.5920068882405758,72.0,
2022-01-25 09:41:55+00:00,47.261644382961094,-1.5920189581811428,72.0,
2022-01-25 09:41:56+00:00,47.261647107079625,-1.5920363925397396,73.0,
2022-01-25 09:41:57+00:00,47.26164890918881,-1.5920499712228775,73.0,
2022-01-25 09:41:58+00:00,47.261648741550744,-1.5920648071914911,74.0,
2022-01-25 09:41:59+00:00,47.26165184285492,-1.5920784696936607,74.0,
2022-01-25 09:42:00+00:00,47.2616544412449,-1.5920948144048452,74.0,
2022-01-25 09:42:01+00:00,47.2616554889828,-1.5921135060489178,73.0,
2022-01-25 09:42:02+00:00,47.2616589255631,-1.5921326167881489,72.0,
2022-01-25 09:42:03+00:00,47.261661482043564,-1.592147285118699,72.0,
2022-01-25 09:42:04+00:00,47.261669570580125,-1.5921693295240402,72.0,
2022-01-25 09:42:05+00:00,47.261675647459924,-1.5921886079013348,72.0,
2022-01-25 09:42:06+00:00,47.26167397107929,-1.5922033600509167,72.0,
2022-01-25 09:42:07+00:00,47.26167434826493,-1.5922192018479109,72.0,Station service
2022-01-25 09:42:08+00:00,47.26167724002153,-1.5922328643500805,72.0,
2022-01-25 09:42:09+00:00,47.26168264634907,-1.5922507178038359,72.0,
2022-01-25 09:42:10+00:00,47.26168599911034,-1.5922685712575912,72.0,
2022-01-25 09:42:11+00:00,47.26169400382787,-1.5922875981777906,72.0,
